[00:00] 歡迎大家來到今天的欺騰的介紹的作者
[01:44:01] 哇
[01:44:02] 哇
[01:44:03] 哇
[01:44:04] 哇
[01:44:05] 哇
[01:44:06] 哇
[01:44:07] 哇
[01:44:08] 哇
[01:44:09] 哇
[01:44:10] 哇
[01:44:11] 哇
[01:44:12] 哇
[01:44:13] 哇
[01:44:14] 哇
[01:44:15] 哇
[01:44:16] 哇
[01:44:17] 哇
[01:44:18] 哇
[01:44:19] 哇
[01:44:19] 哇
[01:44:20] 哇
[01:44:21] 哇
[01:44:22] 哇
[01:44:23] 哇
[01:44:24] 哇
[01:44:25] 哇
[01:44:26] 哇
[01:44:27] 哇
[01:44:28] 哇
[01:44:29] 哇
[01:44:30] 哇
[01:44:31] 哇
[01:44:32] 哇
[01:44:33] 哇
[01:44:34] 哇
[01:44:35] 哇
[01:44:36] 哇
[01:44:37] 哇
[01:44:38] 哇
[01:44:39] 哇
[01:44:40] 哇
[01:44:41] 哇
[01:44:42] 哇
[01:44:43] 哇
[01:44:44] 哇
[01:44:45] 哇
[01:44:46] 哇
[01:44:47] 哇
[01:44:48] 哇
[01:44:49] 哇
[01:44:50] 哇
[01:44:51] 哇
[01:44:52] 哇
[01:44:53] 哇
[01:44:54] 哇
[01:44:55] 哇
[01:44:56] 哇
[01:44:57] 哇
[01:44:58] 哇
[01:44:59] 哇
[01:45:00] 哇
[01:45:01] 哇
[01:45:02] 哇
[01:45:03] 哇
[01:45:04] 哇
[01:45:05] 哇
[01:45:06] 哇
[01:45:07] 哇
[01:45:08] 哇
[01:45:09] 哇
[01:45:10] 哇
[01:45:11] 哇
[01:45:12] 哇
[01:45:13] 哇
[01:45:14] 哇
[01:45:15] 哇
[01:45:16] 哇
[01:45:17] 哇
[01:45:18] 哇
[01:45:18] 哇
[01:45:19] 哇
[01:45:20] 哇
[01:45:21] 哇
[01:45:22] 哇
[01:45:23] 哇
[01:45:24] 哇
[01:45:25] 哇
[01:45:26] 哇
[01:45:27] 哇
[01:45:28] 哇
[01:45:29] 哇
[01:45:30] 哇
[01:45:31] 哇
[01:45:32] 哇
[01:45:33] 哇
[01:45:34] 哇
[01:45:35] 哇
[01:45:36] 哇
[01:45:37] 哇
[01:45:38] 哇
[01:45:39] 哇
[01:45:40] 哇
[01:45:41] 哇
[01:45:42] 哇
[01:45:43] 哇
[01:45:44] 哇
[01:45:45] 哇
[01:45:46] 哇
[01:45:47] 哇
[01:45:48] 哇
[01:45:49] 哇
[01:45:50] 哇
[01:45:51] 哇
[01:45:52] 哇
[01:45:53] 哇
[01:45:54] 哇
[01:45:55] 哇
[01:45:56] 哇
[01:45:57] 哇
[01:45:58] 哇
[01:45:59] 哇
[01:46:00] 哇
[01:46:01] 哇
[01:46:02] 哇
[01:46:03] 哇
[01:46:04] 哇
[01:46:05] 哇
[01:46:06] 哇
[01:46:07] 哇
[01:46:08] 哇
[01:46:09] 哇
[01:46:10] 哇
[01:46:11] 哇
[01:46:12] 哇
[01:46:13] 哇
[01:46:14] 哇
[01:46:15] 哇
[01:46:16] 哇
[01:46:17] 哇
[01:46:17] 哇
[01:46:18] 哇
[01:46:19] 哇
[01:46:20] 哇
[01:46:21] 哇
[01:46:22] 哇
[01:46:23] 哇
[01:46:24] 哇
[01:46:25] 哇
[01:46:26] 哇
[01:46:27] 哇
[01:46:28] 哇
[01:46:29] 哇
[01:46:30] 哇
[01:46:31] 哇
[01:46:32] 哇
[01:46:33] 哇
[01:46:34] 哇
[01:46:35] 哇
[01:46:36] 哇
[01:46:37] 哇
[01:46:38] 哇
[01:46:39] 哇
[01:46:40] 哇
[01:46:41] 哇
[01:46:42] 哇
[01:46:43] 哇
[01:46:44] 哇
[01:46:45] 哇
[01:46:46] 哇
[01:46:47] 哇
[01:46:48] 哇
[01:46:49] 哇
[01:46:50] 哇
[01:46:51] 哇
[01:46:52] 哇
[01:46:53] 哇
[01:46:54] 哇
[01:46:55] 哇
[01:46:56] 哇
[01:46:57] 哇
[01:46:58] 哇
[01:46:59] 哇
[01:47:00] 哇
[01:47:01] 哇
[01:47:02] 哇
[01:47:03] 哇
[01:47:04] 哇
[01:47:05] 哇
[01:47:06] 哇
[01:47:07] 哇
[01:47:08] 哇
[01:47:09] 哇
[01:47:10] 哇
[01:47:11] 哇
[01:47:12] 哇
[01:47:13] 哇
[01:47:14] 哇
[01:47:15] 哇
[01:47:16] 哇
[01:47:16] 哇
[01:47:17] 哇
[01:47:18] 哇
[01:47:19] 哇
[01:47:20] 哇
[01:47:21] 哇
[01:47:22] 哇
[01:47:23] 哇
[01:47:24] 哇
[01:47:25] 哇
[01:47:26] 哇
[01:47:27] 哇
[01:47:28] 哇
[01:47:29] 哇
[01:47:30] 哇
[01:47:31] 哇
[01:47:32] 哇
[01:47:33] 哇
[01:47:34] 哇
[01:47:35] 哇
[01:47:36] 哇
[01:47:37] 哇
[01:47:38] 哇
[01:47:39] 哇
[01:47:40] 哇
[01:47:41] 哇
[01:47:42] 哇
[01:47:43] 哇
[01:47:44] 哇
[01:47:46] 其實不只是這些
[01:47:48] 你只要是你這個流量也是付錢
[01:47:51] 他就
[01:47:52] 給你的這種就抓付費流量
[01:47:55] 免費的流量呢
[01:47:57] 就像我們前面有講到sqr社群
[01:48:00] 這一都算這樣
[01:48:02] 這個時候你可能就會想就是說
[01:48:04] 這兩種流量的方式
[01:48:06] 我到底
[01:48:08] 要做哪一個呢
[01:48:10] 好
[01:48:12] 這個
[01:48:13] 大家來討論一下
[01:48:14] 就是如果你想說要先做付費流量的
[01:48:17] 你可以幫我打在
[01:48:19] 聊天這邊打付費流量
[01:48:22] 然後就你想要講說
[01:48:24] 我一開始我要做免費流量的
[01:48:27] 我可以在這個條件這邊打免費流量
[01:48:31] 那我現在先設定一下
[01:48:34] 這個是一開始的時候
[01:48:36] 好
[01:48:38] 好
[01:48:41] 這邊
[01:48:43] 有大部分的朋友是講免費流量
[01:48:47] 我跟大家講
[01:48:51] 有一個這個
[01:48:54] 陳每一說都做這個
[01:48:57] 目前看到就是比較多的人
[01:49:00] 是做免費流量嘛
[01:49:03] 當然最好的方式是一定都做
[01:49:06] 但是如果我們
[01:49:09] 時間跟經歷有限的話
[01:49:12] 我建議大家是做付費流量
[01:49:15] 為什麼
[01:49:17] 因為我們前面不是有講到
[01:49:20] 第一個我們在創業
[01:49:23] 第一步要做了
[01:49:24] 就是想辦法把產品賣出去
[01:49:26] 然後
[01:49:28] 尤其是他如果跑得動的話
[01:49:30] 要賣得更快
[01:49:32] 把更多錢收回來這樣
[01:49:34] 好啊
[01:49:35] 這個時候你可能會
[01:49:36] 我相信有很多會
[01:49:38] 免費流量的部分
[01:49:40] 你可能擔心的就是
[01:49:42] 我付費的出去
[01:49:44] 如果他轉換不好的話
[01:49:47] 那
[01:49:49] 是不是會賠錢
[01:49:51] 我相信很多人一開始會卡在這裡
[01:49:54] 好
[01:49:55] 那我給大家一個答案
[01:49:57] 就是如果
[01:49:59] 你的付費流量丟出去
[01:50:02] 之後他是賠錢回來
[01:50:05] 那你免費的
[01:50:07] 如果我們看到之後
[01:50:08] 他可能也不見得會
[01:50:10] 所以這個時候
[01:50:12] 我們回到前面
[01:50:13] 我們不是有講到三個區塊嗎
[01:50:16] 他就
[01:50:18] 你這個事業
[01:50:20] 沒有辦法做得很好的原因
[01:50:22] 他不是流量的問題
[01:50:24] 他是你產品跟系統的問題
[01:50:26] 所以如果你發現你付費丟出去
[01:50:28] 他沒有辦法轉換
[01:50:30] 他居然沒有人買
[01:50:31] 這個時候你就不要再付費了
[01:50:33] 你要回過頭去思考
[01:50:34] 是不是我的產品
[01:50:37] 我們前面講到產品定位
[01:50:39] 我的銷售業是不是有問題
[01:50:41] 如果我們回過頭來去看
[01:50:46] 因為我都沒有問題
[01:50:48] 那個通常是不太可能的
[01:50:53] 所以你一定要回過頭去看
[01:50:55] 是不是我的產品定位
[01:50:57] 我的受眾設定有問題
[01:50:59] 好我在這邊舉一個例子
[01:51:01] 之前有辦這個課程講座
[01:51:04] 這個課程是在講
[01:51:08] 這個
[01:51:12] 我舉一個例子
[01:51:13] 我們最近發生的
[01:51:15] 有一個老師
[01:51:16] 他是想要交銷售跟人賣的
[01:51:20] 然後我們幫他找了很多人到現場
[01:51:24] 最後他沒有辦法
[01:51:26] 很交
[01:51:27] 最後是什麼原因呢
[01:51:28] 因為當他一開始講的時候
[01:51:31] 他就一直在講他之前
[01:51:33] 做保險的這些經歷
[01:51:35] 那我問各位
[01:51:37] 所有到現場的人
[01:51:39] 他都是做保險而來的嗎
[01:51:42] 不一定
[01:51:43] 會想要學銷售或是學人賣
[01:51:45] 不一定都是做保險
[01:51:47] 所以當他講了很多行話
[01:51:49] 是在對保險人說
[01:51:51] 下面有很多完全都聽不懂
[01:51:54] 所以到最後
[01:51:55] 他沒有成交
[01:51:57] 那個就是
[01:51:59] 這個過程的問題
[01:52:01] 然後所以如果
[01:52:03] 你最後你發現你付費
[01:52:05] 有量丟出去
[01:52:06] 最後沒有人買
[01:52:07] 你千萬不要再付費了
[01:52:09] 千萬不要再打廣告
[01:52:11] 你要回過頭來去看你的產品定位
[01:52:13] 你的受眾定位
[01:52:15] 或者是我放的地方到你對不對
[01:52:18] 好
[01:52:19] 到這邊
[01:52:20] 讓大家有沒有聽懂
[01:52:22] 如果有聽懂的話
[01:52:24] 幫我回
[01:52:25] 這邊是好有回憶
[01:52:27] 如果沒有聽懂的話
[01:52:30] 等一下我們qnation
[01:52:32] 可以再來討論一下
[01:52:34] 然後這邊你看
[01:52:36] 免費的有量
[01:52:37] 還有轉介紹的聯盟行銷等等
[01:52:39] 然後在這邊我
[01:52:42] 最後最後跟大家分享一下
[01:52:45] 等一下我的
[01:52:47] 因為我一兩分鐘時間
[01:52:49] 因為我發現我的電腦快沒電
[01:52:51] 好這一把
[01:52:53] 一兩分鐘
[01:52:55] 大家可以先
[01:52:57] 我先
[01:52:58] 我們最後結束的時候
[01:53:00] 我們會回饋一下老師
[01:53:02] 那可以
[01:53:04] 可以分享你覺得你學到什麼
[01:53:06] OK
[01:53:07] 所以你們可以等一下
[01:53:08] 多去一些筆記
[01:53:10] 等一下想一想
[01:53:11] 大家看一下
[01:53:12] 當然就是
[01:53:13] 不過很多位就一兩位
[01:53:15] 這樣子
[01:53:16] OK
[01:53:17] 好
[01:53:18] 走到鬆電了嗎
[01:53:19] OK了
[01:53:21] 然後最後延伸一下
[01:53:23] 目前
[01:53:24] 市場上
[01:53:25] 還是很有效的兩個行銷方法
[01:53:28] 左邊我們叫植效行銷
[01:53:30] 右邊呢
[01:53:32] 叫做內容行銷
[01:53:33] 簡單來講
[01:53:34] 我們會做植效行銷的
[01:53:37] 它大部分都是在玩付費流量
[01:53:40] 我給大家看一下圖
[01:53:42] 它這種的方式呢
[01:53:44] 就是把我們剛才前面講到了
[01:53:47] 我把產品定位
[01:53:49] 那個受動定位都定位好
[01:53:52] 然後把銷售業做好
[01:53:54] 之後我們放一個網站上
[01:53:56] 然後我就開始用付費流量
[01:53:57] 把它丟進來
[01:53:59] 然後呢
[01:54:00] 這邊呢
[01:54:02] 主要它就是玩付費流量
[01:54:04] 拼的是什麼
[01:54:05] 拼的是轉換率
[01:54:07] 所以
[01:54:08] 植效行銷
[01:54:09] 如果丟了付費流量進去之後
[01:54:12] 它沒有辦法轉換
[01:54:13] 哇
[01:54:14] 那我們
[01:54:15] 我們就回來去
[01:54:17] 檢視我的網站轉換率
[01:54:19] 好還不好
[01:54:20] 就像我們剛才講到一樣
[01:54:22] 它回過頭來看
[01:54:24] 它不是廣告的問題
[01:54:26] 當然呢
[01:54:27] 它有可能是
[01:54:29] 我受眾沒權對
[01:54:30] 我在廣告的時候
[01:54:32] 受眾調錯
[01:54:34] 所以在這邊呢
[01:54:35] 它同時也是拼廣告能力
[01:54:37] 好
[01:54:38] 那如果做植效行銷
[01:54:40] 它是做的是
[01:54:41] 效用式的成長
[01:54:44] 所以如果我們植效行銷
[01:54:46] 做得好的時候
[01:54:47] 我們接下來
[01:54:48] 我們要花
[01:54:49] 一部分的時間
[01:54:50] 來做內容行銷
[01:54:52] 然後在這邊呢
[01:54:54] 舉例
[01:54:56] 我們可能要寫很多的部落格
[01:54:58] 在內容
[01:54:59] 堆疊在我們網站裡面
[01:55:01] 我們要做社群
[01:55:02] 我們要做社群
[01:55:03] 或者是我們要去那個
[01:55:05] 就是
[01:55:08] 把連結貼給別人
[01:55:10] 或者是做聯盟行銷
[01:55:12] 這個時候呢
[01:55:13] 我們要增加的是
[01:55:15] 經營的流量
[01:55:16] 這個時候可以增加
[01:55:18] 年糊的度
[01:55:19] 有一些人
[01:55:20] 他可能一開始沒有買
[01:55:21] 但是他看了
[01:55:22] 我們文章好幾次
[01:55:23] 覺得
[01:55:24] 實在是太有
[01:55:26] 就是
[01:55:27] 太有價值了
[01:55:28] 最後
[01:55:29] 慢慢對我們有好感
[01:55:30] 然後最後呢
[01:55:31] 會買
[01:55:32] 這個時候我們拼的是什麼
[01:55:34] 是拼的是持續力
[01:55:35] 因為其實要做內容行銷
[01:55:37] 你要
[01:55:38] 定期的出這些內容
[01:55:40] 其實不容易
[01:55:41] 然後最後呢
[01:55:42] 他會出現的是什麼
[01:55:43] 只是不行的成長
[01:55:44] 然後所以
[01:55:45] 因為
[01:55:46] 有很多朋友
[01:55:47] 有一些是新手
[01:55:48] 有一些可能是已經在創業
[01:55:50] 我給大家一個建議
[01:55:51] 一開始呢
[01:55:52] 我們一開始一定要
[01:55:53] 想辦法
[01:55:54] 做直校行銷
[01:55:55] 然後直校行銷呢
[01:55:57] 他已經有辦法
[01:55:59] 轉換
[01:56:00] 而且他有
[01:56:01] 穩定的
[01:56:02] 現金
[01:56:04] 可以一直不斷回收的時候
[01:56:06] 這個時候
[01:56:07] 我們要開始花一些
[01:56:08] 地量來做內容行銷
[01:56:10] 而且你要
[01:56:11] 持續
[01:56:12] 然後
[01:56:13] 所以呢
[01:56:14] 我們來看一下
[01:56:15] 這個是跳躍式式的成長
[01:56:18] 然後
[01:56:19] 但是內容呢
[01:56:20] 他是指數型的成長
[01:56:22] 所以當你
[01:56:24] 內容做到後面
[01:56:25] 當你的
[01:56:26] su慢慢起來之後
[01:56:28] 他不見得會
[01:56:29] 輸出
[01:56:30] 直校行銷帶來的
[01:56:31] 這個效益
[01:56:32] 但是時間要夠長
[01:56:34] 但是
[01:56:35] 如果一到我們
[01:56:36] 前面講到的
[01:56:37] 世界的階段
[01:56:38] 如果我一開始
[01:56:39] 就一直在做內容行銷
[01:56:41] 那可能
[01:56:42] 我們還撐不到那個時候
[01:56:44] 我們前就燒完了
[01:56:46] 好
[01:56:47] 然後在這邊
[01:56:48] 給大家
[01:56:49] 就是
[01:56:50] 一個
[01:56:51] 安考
[01:56:52] 好
[01:56:53] 那我們最後來回到一個結論
[01:56:54] 你今天
[01:56:55] 聽完這個講座之後
[01:56:56] 你已經學會這些東西了
[01:56:58] 我們知道了
[01:57:00] 網路行銷的三藥數是什麼
[01:57:02] 所以
[01:57:03] 如果當你呢
[01:57:04] 如果發現
[01:57:06] 我做的沒有很順
[01:57:07] 或者是
[01:57:08] 已經有高峰過了一段時間
[01:57:10] 所以好像沒有辦法
[01:57:11] 再前進
[01:57:13] 這個時候你要回過頭來思考
[01:57:15] 是這個三大藥數
[01:57:16] 哪一個區塊的問題
[01:57:18] 因為大部分的朋友
[01:57:19] 像我們
[01:57:21] 是我們有社群
[01:57:23] 大部分的朋友
[01:57:24] 回來問大部分的
[01:57:25] 外觀廣告問題
[01:57:26] 但有時候
[01:57:27] 我們一看
[01:57:28] 就知道它
[01:57:29] 不是廣告的問題
[01:57:30] 是你產品的
[01:57:31] 包裝的問題
[01:57:32] 所以這個時候
[01:57:33] 你如果發現
[01:57:34] 你有平靜的
[01:57:35] 回過頭來看
[01:57:36] 你請教三大藥數是什麼
[01:57:38] 還有你未來在學習的時候
[01:57:40] 你每一次學一個新的課程的時候
[01:57:42] 你會去想像
[01:57:43] 它是屬於我講的
[01:57:45] 這個三大藥數
[01:57:46] 哪一個區塊
[01:57:47] 我們可以堆疊
[01:57:49] 我們產品列部分
[01:57:51] 然後系統的部分
[01:57:53] 我建議
[01:57:54] 就是暫時不需要學習了
[01:57:55] 因為現在市場上有很多工具
[01:57:57] 而且我們前面
[01:57:59] 如果你的營收有了
[01:58:01] 你就可以請一個工程式來做了
[01:58:04] 因為這個不會是太大的問題
[01:58:06] 然後第三個就是
[01:58:08] 流量的方法
[01:58:09] 這個你學習的時候
[01:58:11] 你可以去思考它是屬於
[01:58:12] 三大藥數哪一個區塊
[01:58:13] 然後最後
[01:58:14] 我們剛剛有講到
[01:58:15] 兩種的行銷方法
[01:58:16] 一種是質效行銷
[01:58:17] 另外一個是
[01:58:19] 經營類的
[01:58:21] 就是內容行銷
[01:58:22] 那我們
[01:58:23] 最後我們
[01:58:25] 因為我們事業
[01:58:27] 有經營兩個
[01:58:29] 社群
[01:58:30] 當然我們有做LINE
[01:58:31] 但是現在LINE
[01:58:33] 我們並不是主力
[01:58:35] 所以如果各位
[01:58:37] 同學
[01:58:38] 你想要繼續學習的話
[01:58:41] 你可以少瞄一下
[01:58:43] 這兩個
[01:58:45] 左邊的是
[01:58:46] 我們Facebook學習社團
[01:58:49] 然後我們有新的文章
[01:58:51] 有時候我們會有新的影片
[01:58:53] 我們會放在
[01:58:55] Facebook學習社團裡面
[01:58:57] YouTube
[01:58:58] 就是今天
[01:59:01] 主持人他有提到
[01:59:03] 就是說他是看到
[01:59:04] 我們YouTube影片
[01:59:05] 認識我的
[01:59:07] 然後我順便講一下
[01:59:09] 就是如果你是用無痕
[01:59:11] 然後打開YouTube
[01:59:13] 讓你查網路行銷
[01:59:14] 你會發現第二個的這個影片
[01:59:16] 是我的
[01:59:17] 然後雖然我的YouTube
[01:59:19] 沒有看到是
[01:59:22] 是影片有看過
[01:59:27] 就是
[01:59:29] 這兩個
[01:59:31] 還是我的這個
[01:59:33] 連結是放錯了
[01:59:35] 如果等一下有問題的話
[01:59:37] 我們等一下再討論這樣
[01:59:39] 就是我的YouTube影片
[01:59:42] 是放在
[01:59:44] 你會發現他是自然排名的
[01:59:46] 第二個這樣
[01:59:47] 然後雖然我YouTube
[01:59:49] 跟新的速度
[01:59:50] 沒有像以前那麼快
[01:59:52] 但是我在YouTube的
[01:59:54] 這個
[01:59:55] SEO排名上面
[01:59:56] 也是有一些新的的
[01:59:58] 所以我當時
[02:00:00] 大概在4年前
[02:00:02] 還是3年前
[02:00:04] 我就做了
[02:00:05] 這一個
[02:00:06] 排在第二名的這個影片
[02:00:08] 我當時就是想要做一個測試
[02:00:10] 讓他會被到
[02:00:12] 排到前面
[02:00:13] 然後果然沒錯
[02:00:14] 我當時這樣做了之後
[02:00:16] 他就排在前面
[02:00:17] 而且到現在
[02:00:18] 他都沒有掉下來
[02:00:20] 所以如果
[02:00:21] 今天的這個部分
[02:00:23] 跟大家分享到這邊
[02:00:26] 問題的話可以來討論一下這樣
[02:00:31] 對然後上面跟大家講一下
[02:00:33] 就是加入社團的時候
[02:00:34] 你一定要回答那個問題
[02:00:36] 因為現在
[02:00:37] FB上有很多的這個
[02:00:39] 是
[02:00:41] 是假人
[02:00:42] 所以我們
[02:00:43] 怕這個假人進來
[02:00:44] 之後沒有互動
[02:00:45] 所以你一定要回答一下問題這樣
[02:00:51] 好
[02:00:52] 謝謝老師
[02:00:54] 老師講的這太棒了
[02:00:56] 好
[02:00:57] 這麼像有經驗的人
[02:00:59] 沒有啦
[02:01:00] 沒有
[02:01:01] 我真的覺得我都覺得我
[02:01:02] 好紮實
[02:01:03] 很彈性量很夠
[02:01:04] 我只是
[02:01:05] 對啊
[02:01:06] 然後大家
[02:01:07] 如果有問題
[02:01:08] 現在可以提出來
[02:01:09] 如果
[02:01:10] 你有覺得
[02:01:11] 我等一下
[02:01:12] 想問題
[02:01:13] 好
[02:01:14] 有人要問題先可以先問
[02:01:15] 好你們先問問題吧
[02:01:17] 歡迎陳
[02:01:18] 梅醫小姐
[02:01:21] 這麼多問題
[02:01:22] 出來
[02:01:23] 好
[02:01:24] 那大家先問問題
[02:01:26] 好
[02:01:27] 那大家先問
[02:01:29] 先問
[02:01:30] 那個
[02:01:31] 先
[02:01:32] 先第一個先講話好了
[02:01:36] 好多好
[02:01:37] 對
[02:01:38] 多到我
[02:01:40] OK
[02:01:41] 好
[02:01:42] 大家
[02:01:43] 先陳小姐
[02:01:45] 那我先跟大家講
[02:01:46] 你們在社團
[02:01:47] 也可以問問題
[02:01:48] 但是現在
[02:01:49] 就是老師請問
[02:01:50] 對上線嗎
[02:01:51] 可以答
[02:01:52] 好
[02:01:53] 就是那個
[02:01:54] 陳梅醫
[02:01:55] 有問到
[02:01:56] 就是說
[02:01:57] 如果品牌帶理商
[02:01:58] 銷售權
[02:01:59] 就是在經驗商
[02:02:00] 身上
[02:02:01] 我們總帶理的網
[02:02:02] 但只能
[02:02:03] 就品牌
[02:02:04] 經營跟曝光
[02:02:05] 但是這種要怎麼
[02:02:06] 計算
[02:02:07] 計算
[02:02:09] 轉換率
[02:02:10] 這種
[02:02:12] 所以你是帶理商
[02:02:14] 嘛這樣
[02:02:16] 對好
[02:02:18] 我現在不太清楚
[02:02:20] 就是說
[02:02:21] 你只能做品牌
[02:02:23] 經營跟曝光
[02:02:24] 這個是
[02:02:25] 跟
[02:02:26] 那個國外的廠商
[02:02:27] 是有合約的嘛
[02:02:28] 還是
[02:02:29] 因為
[02:02:30] 成本的關係
[02:02:32] 所以
[02:02:33] 只能做品牌
[02:02:34] 曝光的
[02:02:36] 對
[02:02:37] 因為我有一個朋友
[02:02:38] 我應該不是有講到的
[02:02:39] 就是
[02:02:40] 我們有一個學員
[02:02:41] 他是做耳機的
[02:02:42] 然後他
[02:02:43] 營秀也是
[02:02:44] 過前晚
[02:02:45] 然後他也是
[02:02:46] 台灣的某一個
[02:02:47] 耳機的種
[02:02:48] 他也是國外某一個
[02:02:50] 耳機
[02:02:52] 在台灣的種帶
[02:02:54] 但是他還是可以
[02:02:56] 做
[02:02:57] 只小的直接
[02:02:58] 做轉換的
[02:02:59] 這種廣告這樣
[02:03:01] 然後所以
[02:03:02] 如果你有辦法去
[02:03:03] 做這種
[02:03:05] 銷售型的廣告
[02:03:06] 那你就可以去
[02:03:07] 算轉換率
[02:03:09] 因為
[02:03:10] 如果是
[02:03:11] 做品牌
[02:03:12] 經營跟曝光的話
[02:03:13] 你想要得到的目標
[02:03:15] 應該
[02:03:16] 就沒有辦法
[02:03:17] 直接用
[02:03:18] 銷售數字來
[02:03:19] 計算這樣
[02:03:20] 對
[02:03:21] 然後所以這邊
[02:03:22] 可以去思考一下
[02:03:24] 我們做品牌
[02:03:25] 經營的曝光的時候
[02:03:27] 我們想要得到的目的是什麼
[02:03:29] 有一些可能是
[02:03:31] 洗這個印象
[02:03:32] 那所以
[02:03:33] 我們要如何去
[02:03:34] 計算這個印象呢
[02:03:36] 對
[02:03:37] 然後我
[02:03:38] 跟這個
[02:03:39] 跟你分享一下
[02:03:42] 這個
[02:03:43] FB廣告裡面
[02:03:44] 有一個叫做
[02:03:45] 廣告
[02:03:47] 廣告
[02:03:48] 迴響估計
[02:03:50] 它的意思是什麼
[02:03:51] 就是我
[02:03:52] 今天看到廣告之後
[02:03:54] 過了幾天
[02:03:55] FB它會發一個
[02:03:57] 那個
[02:03:58] 它會發一個
[02:04:00] 問卷
[02:04:01] 你對這個廣告是不是
[02:04:03] 有印象
[02:04:04] 它會問一些問題
[02:04:05] 然後所以
[02:04:06] FB它會透過這個方式
[02:04:08] 去
[02:04:09] 得到廣告
[02:04:11] 迴響過
[02:04:13] 得到廣告
[02:04:15] 迴響估計
[02:04:16] 這種就是
[02:04:17] 做品牌
[02:04:18] 曝光的時候
[02:04:19] 你會去做
[02:04:20] 因為你是在洗它的印象
[02:04:22] 對
[02:04:23] 所以如果你的目
[02:04:24] 第一次洗印象的話
[02:04:25] 你可能
[02:04:26] 你的評估的
[02:04:28] 目標
[02:04:29] 你可能要看
[02:04:30] 廣告的
[02:04:31] 迴響估計
[02:04:33] 但是
[02:04:34] 盡量
[02:04:35] 我覺得
[02:04:36] 我們這兩花錢
[02:04:38] 我們的目標
[02:04:39] 還是希望
[02:04:40] 能夠得到銷售
[02:04:42] 你可以嘗試看看
[02:04:43] 如果是直接做
[02:04:44] 質效行銷
[02:04:45] 是不是
[02:04:47] 有可能
[02:04:49] 合約上的難度
[02:04:50] 或是
[02:04:51] 成本上面的難度
[02:04:52] 這個部分我就比較不瞭解
[02:04:54] 這個部分的話
[02:04:55] 你也可以
[02:04:56] 私底下
[02:04:57] 我們還可以再討論看看這樣
[02:05:01] 影片連結
[02:05:02] 我們再給
[02:05:03] 這個
[02:05:04] 你之後再給你
[02:05:05] 就好了
[02:05:06] 內容行銷
[02:05:07] 無法
[02:05:08] 十五合持續
[02:05:09] 不斷產生
[02:05:11] 但是我這邊看到的是
[02:05:13] 第二個
[02:05:14] 進行人
[02:05:15] 進行人
[02:05:16] 進行人
[02:05:17] DC
[02:05:18] TiEN
[02:05:19] 進行人
[02:05:20] 進行人
[02:05:21] 這個呢
[02:05:22] 我
[02:05:23] 我只能稍微講一下
[02:05:25] 因為這個
[02:05:26] 一講下去
[02:05:27] 我會講非常久的
[02:05:28] 好
[02:05:29] 我稍微講一下
[02:05:31] 就是其實
[02:05:32] 選戰的打法
[02:05:34] 跟直接銷售產品
[02:05:36] 不太一樣
[02:05:37] 而且它
[02:05:38] 稍微比較難
[02:05:39] 難是難在什麼
[02:05:40] 你看
[02:05:41] 如果我直接賣產品
[02:05:42] 我廣告出去的時候
[02:05:43] 它也有沒有賣掉
[02:05:44] 我當下其實會知道
[02:05:46] 然後如果我說
[02:05:47] 我要給這個廣告
[02:05:48] 三天的優化時間
[02:05:49] 它三天都沒賣出去
[02:05:50] 那我可能
[02:05:51] 就把這個廣告關了
[02:05:53] 但是選舉呢
[02:05:54] 它麻煩是麻煩在什麼
[02:05:56] 你要到
[02:05:57] 開票那一天
[02:05:59] 我們才知道
[02:06:00] 有沒有選上
[02:06:01] 我總不可能開票那一天的時候
[02:06:04] 沒有選上
[02:06:05] 然後就不好意思
[02:06:06] 我廣告
[02:06:07] 或是新疆沒做好
[02:06:08] 那會被你家
[02:06:09] 打死這樣
[02:06:10] 好
[02:06:11] 那我現在講一下
[02:06:12] 就是我們當時
[02:06:13] 怎麼去
[02:06:14] 選單
[02:06:15] 簡單來講
[02:06:16] 就是選舉一開始
[02:06:19] 我給大家一個公式
[02:06:21] 就是我們前面
[02:06:22] 應該不是有講到
[02:06:23] PAS
[02:06:24] 那是一個公式
[02:06:25] 有另外一個公式
[02:06:27] 叫AIDA這樣
[02:06:29] 我不知道我打字
[02:06:31] 大家看不看
[02:06:32] 導伴主持人可以幫我打一下
[02:06:34] AIDA
[02:06:35] A第一個就是
[02:06:37] 吸引它注意
[02:06:38] 然後
[02:06:40] 那就是
[02:06:41] 吸引它注意
[02:06:42] 吸引它注意
[02:06:44] 吸引它注意
[02:06:45] 吸引它注意
[02:06:46] 吸引它注意
[02:06:47] 吸引它注意
[02:06:48] 吸引它注意
[02:06:49] 吸引它注意
[02:06:50] 吸引它注意
[02:06:51] 吸引它注意
[02:06:52] 吸引它注意
[02:06:53] 吸引它注意
[02:06:54] 吸引它注意
[02:06:55] 吸引它注意
[02:06:56] 吸引它注意
[02:06:57] 吸引它注意
[02:06:58] 吸引它注意
[02:06:59] 吸引它注意
[02:07:00] 吸引它注意
[02:07:01] 吸引它注意
[02:07:02] 吸引它注意
[02:07:03] 吸引它注意
[02:07:04] 吸引它注意
[02:07:05] 吸引它注意
[02:07:06] 吸引它注意
[02:07:07] 吸引它注意
