[00:00] 我們即將開始先跟大家講一些我們今天的
[01:27:42] 下次
[01:27:43] 下次
[01:27:44] 下次
[01:27:45] 下次
[01:27:46] 下次
[01:27:47] 下次
[01:27:48] 下次
[01:27:49] 下次
[01:27:50] 下次
[01:27:51] 下次
[01:27:52] 下次
[01:27:53] 下次
[01:27:54] 下次
[01:27:55] 下次
[01:27:56] 下次
[01:27:57] 下次
[01:27:58] 下次
[01:27:59] 下次
[01:28:00] 下次
[01:28:01] 下次
[01:28:02] 下次
[01:28:03] 下次
[01:28:04] 下次
[01:28:05] 下次
[01:28:06] 下次
[01:28:07] 下次
[01:28:08] 下次
[01:28:09] 下次
[01:28:10] 下次
[01:28:11] 下次
[01:28:12] 下次
[01:28:13] 下次
[01:28:14] 下次
[01:28:15] 下次
[01:28:16] 下次
[01:28:17] 下次
[01:28:18] 下次
[01:28:19] 下次
[01:28:20] 下次
[01:28:21] 下次
[01:28:22] 下次
[01:28:23] 下次
[01:28:24] 下次
[01:28:25] 下次
[01:28:26] 下次
[01:28:27] 下次
[01:28:28] 下次
[01:28:29] 下次
[01:28:30] 下次
[01:28:31] 下次
[01:28:32] 下次
[01:28:33] 下次
[01:28:34] 下次
[01:28:35] 下次
[01:28:36] 下次
[01:28:37] 下次
[01:28:38] 下次
[01:28:39] 下次
[01:28:40] 下次
[01:28:41] 下次
[01:28:42] 下次
[01:28:43] 下次
[01:28:44] 下次
[01:28:45] 下次
[01:28:46] 下次
[01:28:47] 下次
[01:28:48] 下次
[01:28:49] 下次
[01:28:50] 下次
[01:28:51] 下次
[01:28:52] 下次
[01:28:53] 下次
[01:28:54] 下次
[01:28:55] 下次
[01:28:56] 下次
[01:28:57] 下次
[01:28:58] 下次
[01:28:59] 下次
[01:29:00] 下次
[01:29:01] 下次
[01:29:01] 下次
[01:29:02] 下次
[01:29:03] 下次
[01:29:04] 下次
[01:29:05] 下次
[01:29:06] 下次
[01:29:07] 下次
[01:29:08] 下次
[01:29:09] 下次
[01:29:10] 下次
[01:29:11] 下次
[01:29:12] 下次
[01:29:13] 下次
[01:29:14] 下次
[01:29:15] 下次
[01:29:16] 下次
[01:29:17] 下次
[01:29:18] 下次
[01:29:19] 下次
[01:29:20] 下次
[01:29:21] 下次
[01:29:22] 下次
[01:29:23] 下次
[01:29:24] 下次
[01:29:25] 下次
[01:29:26] 下次
[01:29:27] 下次
[01:29:28] 下次
[01:29:29] 下次
[01:29:30] 下次
[01:29:31] 下次
[01:29:32] 下次
[01:29:33] 下次
[01:29:34] 下次
[01:29:35] 下次
[01:29:36] 下次
[01:29:37] 下次
[01:29:38] 下次
[01:29:39] 下次
[01:29:40] 下次
[01:29:41] 下次
[01:29:42] 下次
[01:29:43] 下次
[01:29:44] 下次
[01:29:45] 下次
[01:29:46] 下次
[01:29:47] 下次
[01:29:48] 下次
[01:29:49] 下次
[01:29:50] 下次
[01:29:51] 下次
[01:29:52] 下次
[01:29:53] 下次
[01:29:54] 下次
[01:29:55] 下次
[01:29:56] 下次
[01:29:57] 下次
[01:29:58] 下次
[01:29:59] 下次
[01:30:00] 下次
[01:30:00] 下次
[01:30:01] 下次
[01:30:02] 下次
[01:30:03] 下次
[01:30:04] 下次
[01:30:05] 下次
[01:30:06] 下次
[01:30:07] 下次
[01:30:08] 下次
[01:30:09] 下次
[01:30:10] 下次
[01:30:11] 下次
[01:30:12] 下次
[01:30:13] 下次
[01:30:14] 下次
[01:30:15] 下次
[01:30:16] 下次
[01:30:17] 下次
[01:30:18] 下次
[01:30:19] 下次
[01:30:20] 下次
[01:30:21] 下次
[01:30:22] 下次
[01:30:23] 下次
[01:30:24] 下次
[01:30:25] 下次
[01:30:26] 下次
[01:30:27] 下次
[01:30:28] 下次
[01:30:29] 下次
[01:30:30] 下次
[01:30:31] 下次
[01:30:32] 下次
[01:30:33] 下次
[01:30:34] 下次
[01:30:35] 下次
[01:30:36] 下次
[01:30:37] 下次
[01:30:38] 下次
[01:30:39] 下次
[01:30:40] 下次
[01:30:41] 下次
[01:30:42] 下次
[01:30:43] 下次
[01:30:44] 下次
[01:30:45] 下次
[01:30:46] 下次
[01:30:47] 下次
[01:30:48] 下次
[01:30:49] 下次
[01:30:50] 下次
[01:30:51] 下次
[01:30:52] 下次
[01:30:53] 下次
[01:30:54] 下次
[01:30:55] 下次
[01:30:56] 下次
[01:30:57] 下次
[01:30:58] 下次
[01:30:59] 下次
[01:31:00] 下次
[01:31:01] 下次
[01:31:02] 下次
[01:31:03] 下次
[01:31:04] 下次
[01:31:05] 下次
[01:31:06] 下次
[01:31:07] 下次
[01:31:08] 下次
[01:31:09] 下次
[01:31:10] 下次
[01:31:11] 下次
[01:31:12] 下次
[01:31:13] 下次
[01:31:14] 下次
[01:31:15] 下次
[01:31:16] 下次
[01:31:17] 下次
[01:31:18] 下次
[01:31:19] 下次
[01:31:20] 下次
[01:31:21] 下次
[01:31:22] 下次
[01:31:23] 下次
[01:31:24] 下次
[01:31:25] 下次
[01:31:26] 下次
[01:31:27] 創業家的故事
[01:31:28] 寫成一本書
[01:31:29] 你可以去
[01:31:30] 把寫成一篇段文
[01:31:32] 但是
[01:31:33] 你要去
[01:31:34] 把自己當成是一個選物店
[01:31:36] 你要去
[01:31:37] 選
[01:31:38] 符合你這個店
[01:31:39] 風格的產品
[01:31:40] 然後
[01:31:41] 再去
[01:31:42] 用適合的方式去
[01:31:43] 告訴別人
[01:31:44] 我們的這個產品
[01:31:45] 所以
[01:31:46] 這就是像是一個
[01:31:47] 選物店的概念
[01:31:48] 對
[01:31:49] 因為
[01:31:51] 很多人他們沒有選物店的概念的時候
[01:31:54] 可能他們今天穩當爆了
[01:31:56] 他們還操一下
[01:31:57] 那種沒有爆
[01:31:58] 因為你沒有在選物
[01:31:59] 你要選符合你的
[01:32:01] 品牌風格的東西
[01:32:02] 對啊
[01:32:03] 或是選
[01:32:04] 品牌風格的素材
[01:32:06] 你不要說你是一個
[01:32:07] 升星星老師
[01:32:08] 結果你今天
[01:32:09] 再發什麼
[01:32:10] 那個
[01:32:11] 什麼
[01:32:12] 奇惑教育的這個
[01:32:14] 這個質標
[01:32:15] 那就很奇怪
[01:32:16] 因為今天店就是在賣升星
[01:32:17] 你沒怎麼建出來
[01:32:18] 發奇惑的這個秘訣了
[01:32:20] 就是
[01:32:21] 發風了嗎
[01:32:22] 不要這樣子在
[01:32:23] 好
[01:32:24] 那我們下一頁
[01:32:26] 好
[01:32:27] 這邊等一下會讓大家做的
[01:32:29] 練習
[01:32:30] 我想時間這樣子
[01:32:32] 你規劃的應該差不多
[01:32:33] 你好
[01:32:34] 這邊
[01:32:35] 吹的定位就是
[01:32:36] 很重要的
[01:32:37] 一怕
[01:32:38] 當你邏輯
[01:32:39] ok
[01:32:40] 的邏輯打碰了以後
[01:32:41] 接下來我們比較正式進到
[01:32:43] 什麼經營
[01:32:44] 這樣好
[01:32:45] 最後可以到變現的環節
[01:32:47] 就是你要先去定位自己
[01:32:49] 那我看其實
[01:32:50] 很多人大概
[01:32:51] 七六七成的人吧
[01:32:53] 他們有在群眾發言
[01:32:54] 或者他有在
[01:32:55] 填那個堅決的表達
[01:32:57] 很多人
[01:32:58] 都是他可能
[01:32:59] 定位不明確
[01:33:00] 他根本不知道他到底
[01:33:01] 他定位是什麼
[01:33:02] 很多種帳號
[01:33:04] 等一下可以
[01:33:05] 給大家
[01:33:06] 看一下
[01:33:08] 然後這邊會
[01:33:09] 去協助大家去做這個定位
[01:33:12] 首先就定位三的
[01:33:14] 三毛點
[01:33:15] 等一下會講
[01:33:16] 就是你要去找到
[01:33:17] 定位的三大支撐點
[01:33:19] 再來是
[01:33:20] 字界的特色點
[01:33:22] 很多人就是
[01:33:23] 你一直講很多人
[01:33:25] 很多人是一個人
[01:33:26] 就是很多人
[01:33:27] 就是他
[01:33:28] 字界特色點
[01:33:29] 就是沒有寫出他的特色
[01:33:31] 所以
[01:33:32] 他們會問
[01:33:33] 說
[01:33:34] 我很多
[01:33:35] 偏問張到文啊
[01:33:36] 為什麼我
[01:33:37] 追蹤了少
[01:33:38] 這100個
[01:33:39] 或300個
[01:33:40] 很重要
[01:33:41] 就是你字界寫不好的話
[01:33:42] 追蹤
[01:33:43] 不會啊
[01:33:44] 這是一個
[01:33:45] 脆上面我
[01:33:46] 認為
[01:33:47] 最兼顧的大招
[01:33:48] 就是
[01:33:50] 你如果沒有經營
[01:33:51] 那你可以不用管
[01:33:52] 但是如果你
[01:33:53] 有稍微小的經營
[01:33:54] 不管你是要賣產品
[01:33:55] 或是你只是想要認真去
[01:33:57] 建立你想立啊
[01:33:58] 或是去跟大家
[01:33:59] 互動去玩啊
[01:34:02] 那你就要去寫好的字界
[01:34:04] 字界寫不好
[01:34:05] 的話最終
[01:34:06] 絕對不會長
[01:34:07] 兩位解釋為什麼
[01:34:08] 然後最後就是
[01:34:09] 大頭貼
[01:34:11] 大頭貼也是
[01:34:12] 很重要
[01:34:13] 就是
[01:34:14] 跟
[01:34:15] 大頭貼請就是字界的一款
[01:34:17] 對
[01:34:18] 兩位講的
[01:34:19] 一些原則給大家
[01:34:20] 去參考一下
[01:34:22] 感覺
[01:34:26] 那我又會用幹嘛
[01:34:28] 就是就像紅豬
[01:34:35] 定位的三毛點
[01:34:37] 還是我們要講一個四毛點
[01:34:40] 第一個就是
[01:34:42] 現在在處於這個定位的
[01:34:44] 定位三毛點的這個
[01:34:46] 低度裡面
[01:34:47] 就要去找到你的
[01:34:48] 為什麼
[01:34:49] 很多人他們還沒有去
[01:34:51] 好好想這件事情
[01:34:52] 等一下呢
[01:34:53] 我覺得這個很值得
[01:34:55] 給大家一個
[01:34:56] 練習的時間
[01:34:58] 對
[01:34:59] 我覺得等一下
[01:35:01] 這個給大家一個小練習的時間
[01:35:04] 但是我想要在什麼時間
[01:35:06] 很快
[01:35:07] 好沒關係
[01:35:08] 先講完好了
[01:35:09] 然後再來是熱點
[01:35:10] 就是你要去瞭解說什麼
[01:35:11] 話題在脆上面是
[01:35:12] 是最熱點的
[01:35:14] 這個其實是
[01:35:15] 有一個模式的
[01:35:17] 一些但是那些我整理的
[01:35:19] 是我自己的
[01:35:20] 會有興趣的熱點
[01:35:22] 那你可以去
[01:35:23] 玩下去整理
[01:35:24] 或是
[01:35:25] 有些障礙的分子
[01:35:26] 想念可以把自己
[01:35:27] 下來記得你基本裡面
[01:35:29] 然後做就是點線面詞文
[01:35:31] 你的障號呢
[01:35:32] 它
[01:35:33] 不要太狹窄
[01:35:35] 你必須要從一個點
[01:35:36] 或者
[01:35:37] 或者到一個面
[01:35:38] 比方說你是一個
[01:35:39] 這個
[01:35:40] 比較好講
[01:35:41] 是我
[01:35:42] 我是一個SEO顧問
[01:35:43] 那我寫的
[01:35:44] 是一個點
[01:35:46] 可是一直寫SEO
[01:35:48] 東西它跟
[01:35:50] 很多數人教肌點就沒有
[01:35:52] 沒有這教肌點
[01:35:53] 所以我
[01:35:54] 照額做應該是要寫
[01:35:56] 更廣
[01:35:57] 要做寫網路寫
[01:35:58] 但是寫我
[01:35:59] 怎麼在網路上賺錢
[01:36:00] 或是我寫賺錢
[01:36:01] 這就是一個面
[01:36:02] 對
[01:36:03] 這個面要擴大
[01:36:04] 最後它還會說
[01:36:05] 想到一個點
[01:36:06] 就是一個
[01:36:07] 你怎麼去寫
[01:36:08] 自己跟你去
[01:36:09] 定問自己障號的一個
[01:36:11] 重要的原則
[01:36:12] 然後最後就是
[01:36:13] 你中文意思
[01:36:14] 就是你在經營障號
[01:36:15] 你今天就要去想
[01:36:17] 你的這個產品是什麼
[01:36:19] 或是你最後可能是
[01:36:21] 你想要把這個障號
[01:36:23] 發展到什麼樣的定位
[01:36:25] 如果沒有的話就會很散
[01:36:27] 所以這邊
[01:36:29] 我也會去跟大家去
[01:36:31] 請你先想好一個
[01:36:33] 你的這個產品
[01:36:35] 好那我們就去往他講下去
[01:36:37] 好
[01:36:38] 那找到你的為什麼
[01:36:39] 這個有個非常好的架構
[01:36:42] 就是
[01:36:44] 就是請你去思考一下
[01:36:47] 這本書呢
[01:36:48] 叫做這個
[01:36:49] 生之甲肺
[01:36:51] 他的
[01:36:52] 他有一個
[01:36:53] 英文名字叫做
[01:36:54] ik
[01:36:55] 改
[01:36:56] ikigai
[01:36:57] ikigai就是日本
[01:36:58] 日本的一個
[01:36:59] 日本
[01:37:00] 日本
[01:37:01] 他的意思就是
[01:37:02] 叫做你
[01:37:03] 生活在世界上的理由
[01:37:06] 那很多人他沒有
[01:37:07] 還沒有找到一個定位
[01:37:09] 跟為什麼的話
[01:37:10] 這是一個
[01:37:11] 一個是
[01:37:13] 請你先去列出來
[01:37:15] 說你今天你
[01:37:17] 你想做的事情是什麼
[01:37:19] 就單一個一個來
[01:37:21] 我們先練一下
[01:37:22] 做的事情
[01:37:23] 什麼事情是你做起來
[01:37:24] 你覺得很開心
[01:37:26] 很樂情的
[01:37:27] 沒有忘記時間的
[01:37:28] 去把這事情列起來
[01:37:30] 第二個是去列說
[01:37:32] 這個世界需要你的事情
[01:37:34] 嚴格來說
[01:37:36] 就是說你覺得這個
[01:37:38] 東西是別人需要的
[01:37:40] 這些事情會解決別人的問題
[01:37:42] 這件事情就是世界需要你的事情
[01:37:44] 那第三個是
[01:37:46] 很現實的
[01:37:47] 就是別人會付錢請你做
[01:37:49] 你現在立馬去做
[01:37:50] 有人可能會付錢給你
[01:37:52] 不管是上班
[01:37:53] 或者是
[01:37:54] 你隨便找你一個朋友
[01:37:56] 他都覺得這份
[01:37:57] 值得付錢給你
[01:37:58] 多少
[01:37:59] 多跟少先
[01:38:00] 不管
[01:38:01] 然後最後呢
[01:38:02] 是
[01:38:03] 你賽場的事情
[01:38:04] 什麼是你賽場的事情
[01:38:05] 就是你做的比別人
[01:38:06] 更快
[01:38:07] 都更好的事情
[01:38:08] 這個應該很清楚
[01:38:09] 你確定了一個原則
[01:38:11] 對
[01:38:12] 就四個面向
[01:38:13] 那這四個面向呢
[01:38:15] 你就可以去
[01:38:16] 畫出這四個原圈
[01:38:18] 然後再來就是
[01:38:19] 你想受的事情
[01:38:20] 跟你賽場的事情
[01:38:22] 他急而起來就是你的樂情
[01:38:24] 因為你今天
[01:38:25] 做的比別人快
[01:38:26] 然後你又覺得會
[01:38:28] 做會忘記時間
[01:38:29] 他其實是滅了
[01:38:30] 你的這個樂情
[01:38:32] 跟
[01:38:34] 威廳論
[01:38:36] 你的密德
[01:38:37] 那好像有的進來
[01:38:38] 然後
[01:38:40] 然後
[01:38:41] 使命就是
[01:38:42] 你想受的事情
[01:38:43] 跟世界需要的事情
[01:38:44] 我要解釋一下
[01:38:45] 我知道這邊可能
[01:38:47] 對有些在做什麼
[01:38:48] 聲壓
[01:38:49] 或升息的人
[01:38:50] 很絕對有點切
[01:38:51] 那是因為
[01:38:52] 這部分我覺得
[01:38:53] 很多人需要
[01:38:54] 我還是把它完整地講過一次
[01:38:55] 謝謝
[01:38:56] 然後你今天你
[01:38:57] 做這件事情
[01:38:58] 會忘記時間
[01:38:59] 你覺得又可以幫助別人
[01:39:00] 解決
[01:39:01] 當世界變更好
[01:39:03] 他就是
[01:39:04] 你的使命
[01:39:06] 對然後最後
[01:39:07] 就是職業
[01:39:08] 職業就是
[01:39:09] 你同時
[01:39:10] 會讓世界變更好
[01:39:11] 別人又可以
[01:39:12] 付錢請你做
[01:39:13] 他可能就是你
[01:39:14] 現在在做的職業
[01:39:15] 或是你以前
[01:39:16] 做過的職業
[01:39:17] 或是你未來可以
[01:39:18] 去做的職業
[01:39:19] 那最後是你專業的事情
[01:39:20] 就是
[01:39:21] 你做的比別人快
[01:39:22] 然後別人又會付錢請你做
[01:39:24] 他可能是你一個專業的人
[01:39:26] 那他不一定是一個
[01:39:28] 不一定是一個職業
[01:39:31] 反正
[01:39:32] 那就是這個加工
[01:39:33] 我覺得蠻好
[01:39:34] 你先照這個加工去寫
[01:39:35] 我們先不要去管
[01:39:36] 先去管太多
[01:39:38] 然後最後
[01:39:39] 你們可以去從
[01:39:40] 四個點裡面
[01:39:41] 去找他交集點
[01:39:42] 這個可能
[01:39:43] 就是你這個帳號
[01:39:44] 可以去發展的定位
[01:39:46] 你只需要去
[01:39:47] 專注在寫
[01:39:48] 這個點
[01:39:49] 連自我介紹
[01:39:50] 那個兩位上面
[01:39:51] 只需要去寫
[01:39:52] 這一部分
[01:39:53] 其他多呢都不用寫
[01:39:55] 對
[01:39:56] 你寫太多
[01:39:57] 其實對你
[01:39:58] 在經營帳號
[01:39:59] 不會忘記
[01:40:00] 他是一個大家的思維上的
[01:40:01] 誤區
[01:40:02] 就是誤會的點
[01:40:03] 好
[01:40:05] 那我舉一次
[01:40:06] 這本書中的一個例子
[01:40:07] 就是有個
[01:40:09] 2002歲的空手到師傅說
[01:40:11] 他的
[01:40:12] ikai
[01:40:13] 就是鍛鍊五書
[01:40:15] 真的很棒
[01:40:16] 很開心的感覺
[01:40:18] 然後有一百歲
[01:40:19] 於不得
[01:40:20] 說他的ikai
[01:40:21] 就是
[01:40:22] 每週三出海
[01:40:23] 你帶回家
[01:40:24] 對
[01:40:25] 所以ikai其實沒有特別原則
[01:40:26] 任何的事情都可以
[01:40:28] 那
[01:40:29] 盡量就是說
[01:40:30] 可以賺到錢
[01:40:32] 那就算沒有
[01:40:33] 其實你也可以去
[01:40:35] 從離開發展這個服務
[01:40:37] 像是日本
[01:40:38] 有些很本本
[01:40:39] 職業就是你可以去
[01:40:40] 陪家聊天
[01:40:41] 然後
[01:40:42] 你陪家聊天
[01:40:43] 其實也可以
[01:40:44] 你可以
[01:40:45] 變成是一個收費的服務
[01:40:47] 那你可以從離開發展
[01:40:49] 我覺得這東西都對你
[01:40:50] 在
[01:40:51] 經營社群會很好玩
[01:40:53] 甚至是用
[01:40:54] 副幫助
[01:40:55] 這個是
[01:40:56] 102歲的
[01:40:57] 過國
[01:40:58] 看他跟小孩
[01:41:00] 很天輪之樂的感覺
[01:41:02] 就是天堂
[01:41:03] 慢慢的感覺
[01:41:04] 對
[01:41:05] 那這邊就是
[01:41:06] 留給大家練習
[01:41:07] 等一下我們休息時間
[01:41:08] 就是來
[01:41:09] 做這個練習
[01:41:10] 就是你去
[01:41:11] 把你那四個點
[01:41:13] 寫出來
[01:41:14] 你可以留言在群組
[01:41:15] 或是自己都可以
[01:41:17] 那你寫出來的話
[01:41:18] 可能
[01:41:19] 如果你可能最後想不出這個
[01:41:20] 以ikai的話
[01:41:21] 沒關係我可能會把你
[01:41:22] 想下
[01:41:23] 但前提是你要先把那四個點
[01:41:25] 你先列出來
[01:41:26] 我才
[01:41:28] 上次我們就
[01:41:29] 陪伴的學員
[01:41:30] 我也是把他想
[01:41:31] 所以我就覺得說
[01:41:32] 他可以定位
[01:41:33] 程式
[01:41:34] 他是一個
[01:41:35] 最懂每夜的
[01:41:37] 最懂每夜的身心
[01:41:38] 塔羅老師
[01:41:39] 我覺得
[01:41:40] 是一個不錯的定位
[01:41:41] 好
[01:41:43] 我們就去往下走
[01:41:50] 那有沒有什麼
[01:41:52] 那個
[01:41:53] 小問的都可以
[01:41:54] 所以是在
[01:41:55] 留言區域提問
[01:41:57] 我以為這個
[01:41:59] 現在已經進入那個
[01:42:01] 優點階段
[01:42:03] 剛剛有聽
[01:42:19] 公表
[01:42:22] 用判的就快
[01:42:24] 學會
[01:42:25] 我現在會了
[01:42:26] 好
[01:42:27] 這竟然是熱點
[01:42:29] 熱點是很重要
[01:42:31] 就是這個
[01:42:33] 寫什麼主題會報呢
[01:42:35] 報文的主題
[01:42:36] 其實是有一定的規律
[01:42:37] 你要去觀察
[01:42:38] 其實你可以去整理
[01:42:40] 那你就是把
[01:42:41] 去把現在
[01:42:42] 去花你動太小
[01:42:44] 把一千在你上的都
[01:42:46] 規難
[01:42:48] 他的屬於來
[01:42:49] 但最近比較難
[01:42:50] 因為他演算把改變之後
[01:42:51] 我現在會一直推你
[01:42:52] 自己喜歡的文章
[01:42:53] 就會半從會比較讚
[01:42:55] 可能是你喜歡的
[01:42:56] 失敗
[01:42:57] 這樣子
[01:42:58] 那我就會跟大家講
[01:42:59] 那幾倍會報
[01:43:00] 第一個是
[01:43:01] 往紅八卦會報
[01:43:02] 這個是
[01:43:03] 企業公關危機
[01:43:05] 然後
[01:43:06] 最後是
[01:43:07] 你真實生活經驗的故事
[01:43:09] 尤其是你自己的產業
[01:43:10] 你自己的產業裡面
[01:43:12] 故事對比來說
[01:43:13] 就很有取名
[01:43:14] 而你是做
[01:43:15] 冰藏業
[01:43:16] 冰藏業
[01:43:17] 感覺可以寫一個
[01:43:19] 違版之類的
[01:43:20] 像BDD
[01:43:21] 以前有那個
[01:43:22] Mavable
[01:43:23] 就是他會寫各種
[01:43:25] 冰藏業的故事
[01:43:26] 或者是各種
[01:43:27] 遇到了
[01:43:28] 零一事件
[01:43:29] 然後賺錢方法
[01:43:30] 這個保證
[01:43:31] 因為保證
[01:43:32] 賺錢方法
[01:43:33] 因為
[01:43:34] 現在年輕的都
[01:43:35] 大家都很缺錢
[01:43:36] 大家都很想知道
[01:43:37] 為什麼賺錢的方法
[01:43:38] 所以如果你實際去
[01:43:39] 試了一個
[01:43:40] 賺錢的方法
[01:43:41] 即使他可能賺了不多
[01:43:42] 但你只要分享出來
[01:43:43] 就基本上就會報
[01:43:45] 然後外商回故事
[01:43:47] 就是因為大家
[01:43:48] 一般人進不去外商
[01:43:51] 外商算
[01:43:52] 可能對有些人來說
[01:43:54] 很簡單
[01:43:55] 但對很多人來說
[01:43:56] 境外商
[01:43:57] 其實也很
[01:43:58] 很難的事情
[01:43:59] 所以他們對外商
[01:44:00] 有一個想像
[01:44:01] 不知道外商
[01:44:02] 有在搞什麼
[01:44:03] 鬼東西
[01:44:04] 所以你可以寫一些
[01:44:05] 外商的爆料
[01:44:06] 或是他起床的經歷
[01:44:07] 或是他們的
[01:44:08] 我的話
[01:44:09] 都很好
[01:44:10] 然後你寫一些
[01:44:11] 任何的科技
[01:44:12] 故事
[01:44:14] 或者是他的這個
[01:44:15] 這東西也很
[01:44:16] 也是一個
[01:44:17] 會報的主題
[01:44:19] 那MVTI是我找起
[01:44:21] 非常常寫的一個
[01:44:22] 主題
[01:44:23] 我到現在還是很常
[01:44:24] 很喜歡寫MVTI
[01:44:25] 因為我本來是一個
[01:44:26] MVTI的這個
[01:44:27] 狂樂分子
[01:44:29] 也就是狂樂
[01:44:30] 就很喜歡
[01:44:31] 把當談話的這個話題
[01:44:34] 那MVTI裡面
[01:44:36] 有個
[01:44:37] 這個我每次實際工作
[01:44:39] 反而會講
[01:44:40] 有個就是特別會報的
[01:44:41] 就是iafj
[01:44:43] 只要寫任何整體
[01:44:45] 很可愛就是你只要寫iafj
[01:44:47] 就是那邊我拿出來報
[01:44:49] 然後
[01:44:50] 所以個人的這個
[01:44:51] 我是個人的
[01:44:52] MVTI的認同
[01:44:54] 我是iaf
[01:44:55] 我是iafj
[01:44:57] 對
[01:44:58] 那種測出來
[01:44:59] 可是但是我自我認同
[01:45:00] 我是iafj
[01:45:01] 因為iafj
[01:45:02] 這個是他是一個
[01:45:03] 為什麼會報跟他
[01:45:04] 簡單講這個
[01:45:06] 有學小故事
[01:45:07] 就是他們可能特別善給
[01:45:08] 然後很內心很敏感
[01:45:10] 但是因為
[01:45:11] 他們很服務
[01:45:12] 很有服務精神
[01:45:13] 所以又做事人力還不錯
[01:45:15] 所以他們就會內賞
[01:45:16] 然後一直每天都是
[01:45:18] 就是那個
[01:45:19] 有很多的這個
[01:45:21] 怎麼講
[01:45:22] 累積很多內號
[01:45:24] 所以當你寫
[01:45:25] iafj的事情
[01:45:26] 他們跟他們開心
[01:45:27] 覺得自己被看到
[01:45:28] 然後因為內象的人
[01:45:29] 也比較喜歡的話
[01:45:30] 好
[01:45:31] 所以寫i任了
[01:45:32] 他們又
[01:45:33] 對
[01:45:35] 因為iafj
[01:45:36] 聽說很習掃
[01:45:37] 在台灣好像蠻多的
[01:45:39] 然後再來就是
[01:45:40] iafj因為他們可能
[01:45:41] 比較內象
[01:45:42] 所以比較會去
[01:45:43] 比較喜歡文字媒體
[01:45:45] 所以他們就
[01:45:46] 很
[01:45:47] 只要你寫到iafj就會
[01:45:48] 瘋狂轉帖
[01:45:49] 像我之前就寫說什麼
[01:45:50] iafj是
[01:45:51] 說那個
[01:45:52] 裡面最善良的一個
[01:45:54] 為什麼呢
[01:45:55] 請看這篇文章
[01:45:56] 然後再來就是說
[01:45:57] iafj是
[01:45:58] 大氣完成的英雄
[01:46:00] 所以
[01:46:01] 這個也是
[01:46:03] 反正就是
[01:46:04] 大家會很開心
[01:46:05] 會幫你走鐵留言
[01:46:06] 然後這種文章
[01:46:07] 就處理自己幹得好
[01:46:08] 所以如果是iafj的話
[01:46:09] 可以多寫一些自己
[01:46:10] 然後
[01:46:11] 多去看一些相關的這個
[01:46:12] 分析
[01:46:13] 然後就把它拿來寫
[01:46:14] 14啊
[01:46:15] 中華指棒
[01:46:16] 這個就可以寫
[01:46:17] 大學生的話
[01:46:19] 體戀愛求職
[01:46:20] 科業
[01:46:21] 留學
[01:46:22] 因為它主要的
[01:46:23] 脆上面的主
[01:46:24] 全是20幾歲
[01:46:25] 這樣多
[01:46:26] 很好
[01:46:27] 然後
[01:46:28] 以我自己的經驗
[01:46:30] 就是脆其實
[01:46:31] 它現在慢慢
[01:46:32] 就是走臉書的
[01:46:33] 這個
[01:46:34] 成長的流程
[01:46:35] 過去的軌跡
[01:46:36] 那推特的經驗
[01:46:38] 就是你把姿勢圖文
[01:46:39] 就是你把一個
[01:46:40] 姿勢整理成一個
[01:46:41] 很簡單的
[01:46:42] 圖像卡片
[01:46:43] 它就是這個東西
[01:46:44] 會
[01:46:45] 對別人很有價值
[01:46:46] 也很容易會
[01:46:47] 會爆
[01:46:48] 對
[01:46:49] iafj很多欸
[01:46:50] 到底
[01:46:51] 這完
[01:46:52] 這完
[01:46:53] 到底是不是
[01:46:54] 其他的就是人
[01:46:55] 然後
[01:46:57] 幹的話
[01:46:58] 就是
[01:46:59] 就是
[01:47:00] 收集有趣的幹話
[01:47:01] 迷音
[01:47:02] 好笑的東西
[01:47:03] 這個去分享
[01:47:04] 就是
[01:47:05] 幹的話
[01:47:06] 就是
[01:47:07] 可以寫來表過度
[01:47:08] 因為寫太多的話
[01:47:09] 這帳號變成是
[01:47:10] 很奇怪
[01:47:12] 就是
[01:47:13] 變成是說
[01:47:14] 奇怪
[01:47:15] 你怎麼都在分享
[01:47:16] 這個心理
[01:47:17] 如果是這個
[01:47:18] 幹話
[01:47:19] 幹話
[01:47:20] 幹話的東西
[01:47:21] 所以
[01:47:22] 所以可以寫
[01:47:23] 不要太多
[01:47:24] 不然到最後就會
[01:47:25] 你的這個定位就跑掉
[01:47:26] 然後遠端
[01:47:27] 工作也是我發現
[01:47:28] 一個
[01:47:29] 非常搭非常熱愛
[01:47:30] 因為大家現在
[01:47:31] 現在其實都蠻
[01:47:32] 痛恨
[01:47:33] 盡班的
[01:47:34] 然後都覺得
[01:47:35] 蘇惟永慕是
[01:47:36] 驗藍成為
[01:47:37] 新時代年輕人的夢想
[01:47:39] 所以你就寫
[01:47:40] 這些東西
[01:47:41] 他就
[01:47:42] 哇
[01:47:43] 好調
[01:47:44] 然後我的時候你就寫
[01:47:45] 要怎麼遠端工作
[01:47:46] 你可以去那邊找工作機會
[01:47:48] 蘇惟永慕
[01:47:49] 過去整理出來
[01:47:50] 我是怎麼成為一個蘇惟永慕的
[01:47:52] 你就寫著寫
[01:47:53] 就會
[01:47:54] 很有這樣子
[01:47:56] 賺錢幫忙
[01:47:57] 對
[01:47:58] 這個很棒
[01:47:59] 好
[01:48:00] 看一下
[01:48:01] 有意思說是
[01:48:02] 加上圖的話
