[00:00] 我就是一個不愛開暖氣的人
[01:45:45] 你的官網
[01:45:46] 如果同學們你們想預約
[01:45:47] 預約他的
[01:45:48] 你就直接去點那個預約好不好
[01:45:51] 然後如果你是今天
[01:45:54] 你們是透過沙利直播的
[01:45:57] 你好像跟我說你會送什麼
[01:45:59] 你講一下
[01:46:00] 老師我是想要就是說
[01:46:03] 我自己在那個YT
[01:46:05] 有錄製一個金錢豐盛的
[01:46:07] 這個潛意識種子
[01:46:08] 那我想這會是在新的一年
[01:46:10] 讓大家可以在潛意識種下
[01:46:13] 金錢財富豐盛的種子的肯定句
[01:46:16] 那你可以聽
[01:46:17] 然後這是我自己的聲音自己錄的
[01:46:20] 這是我自己的心意
[01:46:22] 要送給今天有在沙利直播
[01:46:25] 那你可以在官網
[01:46:26] 我的官網寫沙利直播
[01:46:28] 我會特別送這個連結
[01:46:30] 給我們的所有的老師們
[01:46:33] 你送這個連結
[01:46:35] 是給所有人
[01:46:36] 還是有報名體驗
[01:46:38] 反而你可以講清楚一點嗎
[01:46:40] 好
[01:46:41] 就是說有報名成功
[01:46:42] 繳費成功之後
[01:46:44] 我就會發這個連結
[01:46:46] 給有報名的人
[01:46:48] 然後再來預約
[01:46:49] 我們要占卜的時間
[01:46:51] 好我說明一下
[01:46:53] 也就是說
[01:46:54] 今天你報名
[01:46:55] 我們妹子老師就111塊
[01:46:58] 對不對
[01:46:59] 就111塊
[01:47:01] 就是非常天使數字
[01:47:03] 111塊
[01:47:04] 如果你報名111塊
[01:47:05] 你會得到他的
[01:47:06] 相其占卜的體驗
[01:47:08] 然後你也會
[01:47:09] 然後如果你再搭的關
[01:47:11] 就是他的那個後台
[01:47:13] 也就是你們會點到
[01:47:14] 他的官方LINE嘛
[01:47:16] 他的官方LINE
[01:47:17] 你再留言一下
[01:47:18] 講一下那個什麼
[01:47:20] 就是沙利直播
[01:47:21] 你把那幾個字寫下來好不好
[01:47:22] 你就是寫個沙利直播
[01:47:24] 然後就可
[01:47:26] 你記得要寫這個字
[01:47:27] 你沒有寫
[01:47:28] 他就不會送好不好
[01:47:29] 你們要寫他才會送喔
[01:47:31] 就是你要寫上
[01:47:33] 沙利直播在他的官網留言
[01:47:35] 而且你付費付了111塊
[01:47:37] 那他就會開始
[01:47:38] 跟你們約時間
[01:47:39] 幫你做那個相其占卜
[01:47:42] 好不好
[01:47:43] 就是這個部分
[01:47:45] 然後謝謝妹子喔
[01:47:47] 謝謝妹子
[01:47:48] 那我也給大家看一下
[01:47:50] 就是說剛好就是
[01:47:52] 我看一下
[01:47:53] 這個是在介紹妹子嗎
[01:47:54] 我們拉回到我們這一頁
[01:47:57] 剛好我們下一頁
[01:47:58] 又是那個好像是妹子
[01:48:00] 在跟我們大家分享
[01:48:01] 大家聽一下
[01:48:02] 現在很忙啦
[01:48:03] 因為我原本以為
[01:48:05] 錄製完語音是很困難
[01:48:07] 很困難
[01:48:08] 而且很不經
[01:48:09] 今天我們拉著老師
[01:48:11] 然後我們被人家罵掉了
[01:48:13] 我明信明信
[01:48:15] 很可笑
[01:48:16] 我發現
[01:48:17] 有些人都不喜歡我們
[01:48:20] 在前面的報告
[01:48:21] 都很困難
[01:48:22] 他講的都很困難
[01:48:24] 我還跟大家講喔
[01:48:28] 就是你學會了
[01:48:30] 你看喔
[01:48:31] 知心門檻難度
[01:48:33] 寫文章短影音
[01:48:35] 這兩個是我們現在
[01:48:37] 就是以身心靈圈來說
[01:48:39] 其實這四個都非常好
[01:48:41] 我說實話這四個都很好
[01:48:43] 但是如果要你是藝人公司
[01:48:46] 你四種都做
[01:48:48] 老實說
[01:48:49] 會有困難度對不對
[01:48:51] 但如果你寫文章配圖
[01:48:53] 跟短影音
[01:48:54] 如果都讓你的時間
[01:48:56] 都縮短到可能10到15分鐘
[01:48:59] 就做好這一個事情
[01:49:00] 一天10到15分鐘
[01:49:02] 你會不會覺得門檻降低了
[01:49:04] 很多呢
[01:49:05] 你會不會覺得門檻降低很多
[01:49:07] 如果你覺得會的人
[01:49:09] 幫我打個會
[01:49:10] 然後寫圖文跟短影音的
[01:49:12] 傳播率
[01:49:14] 老實說是不一樣的喔
[01:49:16] 我真的必須老實
[01:49:18] 跟你說是不一樣
[01:49:20] 那為什麼就是寫圖文跟短影音
[01:49:22] 現在我認為他
[01:49:24] Parcase的也非常好
[01:49:26] Parcase我也覺得非常好
[01:49:27] 長影音答案也是非常好
[01:49:29] 但是難度是不是
[01:49:31] 往上递近了對不對
[01:49:33] 隨性的直播就要看
[01:49:35] 你個人功力了
[01:49:37] 如果你的個人功力就是
[01:49:39] 會講一些沒有
[01:49:41] 怎麼講就是
[01:49:42] 我看到非常多人
[01:49:44] 隨性直播
[01:49:45] 那你可以從轉換率來看
[01:49:48] 你自己的直播
[01:49:49] 有沒有成效
[01:49:51] 如果你的轉換率不怎麼樣
[01:49:53] 那我可以告訴你
[01:49:54] 就不要花時間
[01:49:55] 做這個事情
[01:49:56] 因為看的人很少
[01:49:58] 以前我聽過
[01:49:59] 有一個老師教人家
[01:50:01] 做那個Parcase
[01:50:02] 就是做那個
[01:50:04] 做那個什麼T-Talk
[01:50:06] 然後很多人
[01:50:07] 那時候那個老師就跟
[01:50:09] 很多人說
[01:50:10] 你們趕快去T-Talk
[01:50:12] 就是開直播
[01:50:14] 那我告訴你們一件事
[01:50:16] 告訴你真實的狀況
[01:50:18] 如果你在T-Talk
[01:50:20] 你不是很懂做直播的人
[01:50:22] 你們沒有系統性的
[01:50:24] 學過直播
[01:50:25] 而且直播超
[01:50:26] 那種直播超累
[01:50:27] 就是你沒有任何的字幕
[01:50:30] 沒有任何什麼東西
[01:50:31] 你就開始在做直播
[01:50:34] 那你就會發現
[01:50:35] 難度就更高
[01:50:36] 而且沒有轉換率
[01:50:38] 好 那我們繼續接著
[01:50:40] 我給大家看下一個
[01:50:41] 我們都覺得
[01:50:42] 短訊太耗費時間了
[01:50:44] 我們不知道要準備多少時間
[01:50:46] 老師教我們
[01:50:47] 正式短述彩
[01:50:48] 不光是影片
[01:50:49] 光是照片
[01:50:50] 都可以形成一個短視頻
[01:50:52] 我也聽過同學講
[01:50:53] 他們都有去幫你
[01:50:54] 現場的短訊店的製作
[01:50:56] 可是很多同學都大與而歸
[01:50:58] 我也好幾個同學拍的短視頻
[01:51:00] 都支持不下去
[01:51:01] 因為耗費太多太多時間了
[01:51:03] 老師教我們
[01:51:04] 直接使用的方法
[01:51:06] 花的時間沒有這麼多
[01:51:07] 可以得到很好的效果
[01:51:09] 好 這是我們另外一個同學
[01:51:11] 短影音其實不難
[01:51:13] 因為時間關係
[01:51:14] 我先說一下
[01:51:15] 因為時間關係
[01:51:17] 我就給大家看
[01:51:18] 這幾個案例就好了
[01:51:20] 那關於剛剛有人說
[01:51:22] 我訓練的AI機器人
[01:51:23] 事實上我們訓練的
[01:51:24] 有七個機器人
[01:51:26] 左邊是跟陳昭氏官網
[01:51:28] 有關的四個機器人
[01:51:30] 然後右邊就是
[01:51:31] 跟高共鳴貼文有關的
[01:51:34] 我訓練的另外三個機器人
[01:51:36] 那我們是不是有說
[01:51:38] 今天要給大家體驗呢
[01:51:40] 就是現在要來
[01:51:41] 我們做體驗的環節
[01:51:43] 然後我們有準備了
[01:51:46] 那個給大家體驗
[01:51:48] 我們是不是
[01:51:49] 現在那個小幫手
[01:51:51] 可以來幫我們
[01:51:52] 那個給大家體驗
[01:51:54] 我們來抽一下
[01:51:57] 我們來抽看看
[01:51:59] 然後金沙問說
[01:52:00] 如果本身是直播主
[01:52:02] 那當然
[01:52:03] 如果本身是直播主
[01:52:04] 那是另外一件事情
[01:52:06] 那個小幫手
[01:52:08] 我們可以來做抽的時間了
[01:52:10] 是我抽 是嗎
[01:52:12] 是我抽啊
[01:52:13] 好的
[01:52:15] 不好意思喔
[01:52:16] 我以為是你抽
[01:52:19] 在哪裡
[01:52:20] 這裡
[01:52:22] 這裡就是剛剛常常
[01:52:24] 回應我的人的名字
[01:52:26] 然後那我要點擊轉盤
[01:52:29] 我們看看誰會被抽到喔
[01:52:36] 這個名字我不會念
[01:52:38] H-A-N-H-N-G
[01:52:40] 我看一下
[01:52:41] H-A-N-Y-I-N-G
[01:52:43] 在嗎 在嗎
[01:52:45] H-A-N-Y-I-N-G
[01:52:48] H-A-N-G
[01:52:50] 在嗎
[01:52:52] 我不知道 我們換人喔
[01:52:54] 我數到3
[01:52:56] 如果在你就寫著在喔
[01:52:58] 如果不在我們換人喔
[01:52:59] 1 2 3
[01:53:00] 好 不再換人
[01:53:02] 我們現在時間要把它控制一下
[01:53:07] U-SER
[01:53:09] U-SER是誰啊
[01:53:11] 哪一個U-SER
[01:53:13] U-SER在嗎
[01:53:15] U-SER在嗎
[01:53:17] 快喔
[01:53:19] 不是耶
[01:53:20] U-SER就是剛剛寫U-SER的
[01:53:22] 剛剛你有換名字嗎
[01:53:24] 威威你剛剛後來有換名字嗎
[01:53:28] 有嗎
[01:53:32] 昨天你用U-SER
[01:53:34] 今天呢
[01:53:35] 威威
[01:53:36] 好 就你了
[01:53:38] 來 我們看一下那個機器人
[01:53:42] OK 好
[01:53:43] 威威那個你開麥克風
[01:53:45] 我看一下那個小幫手幫他
[01:53:47] 看一下麥克風威威
[01:53:49] 威威看一下麥克風
[01:53:53] 我們來用生活故事好了
[01:53:58] 開好了嗎
[01:54:00] 開好了嗎
[01:54:02] 威威可以說話嗎
[01:54:06] 威威威威威威在嗎
[01:54:10] 那個小幫手可以幫忙一下嗎
[01:54:17] 開了
[01:54:18] 那個威威你可以拆聲音嗎
[01:54:21] 打開你的聲音喔
[01:54:23] 沒聽到你說話喔
[01:54:25] 你有沒有開麥克風啦
[01:54:29] 你有沒有聽
[01:54:30] 有人有聽到他的聲音嗎
[01:54:32] 你現在
[01:54:33] 沒有聽到你的聲音喔
[01:54:41] 大家準備好設備
[01:54:48] 沒有聽到聲音耶
[01:54:50] 換一個人
[01:54:51] 不好意思 聽不到
[01:54:53] 只能再來一次了
[01:54:58] 我們花了一點時間在這邊
[01:55:01] 可能今天只能給一個人體驗
[01:55:03] 止寒在嗎
[01:55:05] 來寫一下
[01:55:06] 止寒在嗎
[01:55:08] 止寒止寒在嗎
[01:55:13] 對
[01:55:14] 止寒止寒在嗎
[01:55:17] 好 止寒開麥
[01:55:19] 直接開麥
[01:55:20] 在的話直接開麥
[01:55:22] 我們不浪費時間喔
[01:55:26] 可以開聲音嗎
[01:55:30] 大家準備一下好不好
[01:55:32] 開個聲音好不好
[01:55:34] 開個聲音
[01:55:35] 止寒在嗎
[01:55:38] 你們到底有沒有要體驗
[01:55:40] 是不是沒有想體驗
[01:55:42] 所以我說給你們體驗
[01:55:44] 大家都用心認真
[01:55:45] 結果都沒有要體驗
[01:55:48] 是不是
[01:55:49] 有要體驗的刷一排一好不好
[01:55:52] 刷一排一
[01:55:53] 而且你可以開麥克風的
[01:55:55] 然後可以開麥克風
[01:55:57] 可以開聲音你才刷
[01:55:59] 好 那個魚豆子那個什麼
[01:56:01] 豆子來給豆子
[01:56:02] 給豆子開
[01:56:03] 你給豆子開聲音
[01:56:05] 暈
[01:56:07] 我們要給大家體驗
[01:56:08] 然後你們那個障礙很多
[01:56:10] 怎麼辦
[01:56:13] 豆子直接開聲音
[01:56:15] 喂這樣可以嗎
[01:56:16] 有嗎
[01:56:17] 有
[01:56:19] 突然大聲
[01:56:21] 太好了
[01:56:22] 終於有聲音了
[01:56:24] 好來開始
[01:56:25] 我們現在要讓你來體驗
[01:56:28] 生活故事寫作
[01:56:30] 然後我現在已經點開始了
[01:56:32] 所以你有沒有什麼
[01:56:34] 就是今天
[01:56:35] 就最近好
[01:56:36] 最近有沒有什麼事
[01:56:37] 讓你心情喀嚨特別開心
[01:56:39] 或特別有感的有沒有
[01:56:40] 你直接用
[01:56:42] 跟我聊天的方式
[01:56:43] 你隨便說都可以
[01:56:44] 好
[01:56:45] 上個禮拜就是
[01:56:47] 開了一個催眠的線下工作房
[01:56:49] 然後
[01:56:51] 就是我把整個場地
[01:56:53] 佈置得很漂亮
[01:56:54] 很多的鮮花
[01:56:56] 然後很多很特別的花
[01:56:57] 就是不是一般的
[01:56:58] 就是白色百合啊這樣子
[01:57:00] 然後每一朵花
[01:57:01] 都有它的獨特個性
[01:57:02] 然後
[01:57:03] 整場催眠
[01:57:05] 就是帶得滿深的
[01:57:06] 每個同學現場
[01:57:07] 就有體驗
[01:57:08] 然後也有人回家之後
[01:57:09] 就當場就做夢
[01:57:10] 有很多的就是
[01:57:12] 就是指引
[01:57:14] 在夢中有個指引
[01:57:15] 也有一些清理
[01:57:16] 繼續在夢中去做
[01:57:17] 那我會覺得這個工作房
[01:57:19] 是滿成功的
[01:57:21] 對
[01:57:22] 然後
[01:57:23] 等我一下
[01:57:24] 大家有沒有看到
[01:57:25] 有時候字會不見
[01:57:27] 那是因為可能
[01:57:28] 因為就是你比較遠
[01:57:30] 因為是用我這邊的
[01:57:32] 因為大家有沒有看到
[01:57:33] 我剛剛在我這邊示範
[01:57:35] 字比較不會不見
[01:57:36] 然後
[01:57:37] 幾乎沒有不見
[01:57:38] 然後因為你是透過
[01:57:39] 我的麥克風他手
[01:57:41] 所以有些可能不會收到
[01:57:43] 所以跟大家說一下
[01:57:45] 所以可能會稍微要改一下
[01:57:47] 比如說你說帶著什麼
[01:57:49] 帶著什麼
[01:57:50] 每個現場同學
[01:57:51] 可能在現場同學
[01:57:53] 做
[01:57:54] 對
[01:57:55] 我們的焦點是做
[01:57:57] 2026的那個
[01:57:59] 藍圖的
[01:58:00] 藍圖的對焦
[01:58:02] 那所以也清理2025
[01:58:04] 所以就是告別2025
[01:58:05] 然後迎接2026
[01:58:06] 所以我們做了清理的
[01:58:08] 清理的2025
[01:58:10] 然後對評了2026
[01:58:12] 然後在過程當中
[01:58:13] 就用催眠帶他們去
[01:58:15] 去到自己的前衣室
[01:58:17] 然後有很多人拿到了寶藏
[01:58:18] 然後
[01:58:19] 回到生活當中
[01:58:21] 然後
[01:58:22] 也開始有一些人
[01:58:24] 就是有回應有指引
[01:58:25] 就是包含前衣室
[01:58:27] 夢中或是生活當中
[01:58:28] 馬上就是
[01:58:29] 當晚回家
[01:58:31] 就是被轉介紹
[01:58:32] 多了兩個學生之類的
[01:58:33] 就是覺得很有趣
[01:58:35] 我覺得這個體驗很滿
[01:58:37] 對對對
[01:58:38] 好
[01:58:39] 那你等我一下
[01:58:40] 我幫你改一下字
[01:58:42] 包
[01:58:43] 好
[01:58:44] 我沒有在看不好意思
[01:58:46] 沒關係
[01:58:47] 就是因為
[01:58:48] AI總是會有錯字
[01:58:49] 對不對
[01:58:50] 好我們看一下
[01:58:51] 這是你要說的
[01:58:52] 反正裡面還有
[01:58:53] 其他作字我也沒改
[01:58:54] 我就只幫你改兩個字而已
[01:58:56] 然後
[01:58:57] 看看一下
[01:58:58] 他還沒有說什麼
[01:58:59] 聽起來很棒
[01:59:01] 然後他說這邊問你一個問題
[01:59:02] 如果用一句話說
[01:59:04] 你對這個工廠
[01:59:05] 工作坊的整體心情
[01:59:07] 比如說
[01:59:08] 踏實驚奇
[01:59:09] 感動被宇宙接
[01:59:10] 你覺得是什麼
[01:59:11] 你覺得那是什麼心情
[01:59:12] 說一下
[01:59:13] 我覺得是
[01:59:14] 跟宇宙有互動回應
[01:59:18] 就這樣
[01:59:19] 踏實
[01:59:20] 對
[01:59:26] 我們先看一下
[01:59:27] 然後你看看你有沒有喜歡
[01:59:30] 好
[01:59:31] 我們來
[01:59:32] 他還在寫
[01:59:33] 稍等一下
[01:59:35] 所以他是針對長文嗎
[01:59:37] 他不會是一個
[01:59:38] 現在不是很長的文
[01:59:40] 這是你的
[01:59:41] 這個是一個新寫作的
[01:59:42] 我們看一下
[01:59:43] 跟宇宙有來有往的那一晚
[01:59:46] 上禮拜半晚一場
[01:59:47] 催眠線下工作坊
[01:59:49] 我到現在還是有一種
[01:59:50] 跟宇宙
[01:59:51] 有一種宇宙
[01:59:52] 在跟我點頭的感覺
[01:59:53] 那天天上
[01:59:54] 有花很多心思布置
[01:59:55] 那天天上
[01:59:56] 有花很多心思布置
[01:59:57] 那天天上
[01:59:58] 有花很多心思布置
[01:59:59] 每一朵花
[02:00:00] 每一個位置
[02:00:01] 每個小角落
[02:00:02] 我都在心裡
[02:00:03] 幫他們安排了一個角色
[02:00:04] 不是只擺好看
[02:00:05] 而是希望
[02:00:06] 每一個人走進來
[02:00:07] 就能感覺到
[02:00:08] 啊我今天是被好好接住的
[02:00:10] 正式開始催眠的時候
[02:00:11] 空間一下子安靜
[02:00:12] 看著每一個男同學
[02:00:13] 慢慢閉上眼
[02:00:14] 當然這是剛剛有錯字
[02:00:16] 不好意思
[02:00:17] 每個同學
[02:00:19] 閉上眼
[02:00:20] 我跟著我的聲音
[02:00:21] 往內再走
[02:00:22] 我有一種很清楚的感覺
[02:00:24] 這不是我一個人
[02:00:25] 在帶的比較像是我
[02:00:26] 負責開門
[02:00:27] 你就負責被他們進去
[02:00:29] 這次的工作房主題
[02:00:30] 跟藍圖有關
[02:00:32] 清理舊的2024
[02:00:34] 迎接新的2025
[02:00:36] 對評2026的自己
[02:00:39] 可能剛剛有打錯字
[02:00:41] 但大概的意思
[02:00:42] 然後在催眠的旅程裡
[02:00:44] 一個一個去
[02:00:45] 到自己的前一世裡尋寶
[02:00:47] 有人看到自己很久以前卡住的
[02:00:49] 有人在夢寧拿回
[02:00:50] 已失很久的部分
[02:00:51] 有的人只是靜靜
[02:00:52] 哭了一會
[02:00:53] 但那個過完後的呼吸變得
[02:00:54] 有點
[02:00:55] 這裡有一點點AI
[02:00:56] 我覺得
[02:00:57] 我很喜歡這種轉面
[02:00:58] 不是在台上
[02:00:59] 不是被鼓掌的時候
[02:01:00] 而是發生在他們閉著眼睛
[02:01:02] 沒有人在看他們的那一刻
[02:01:05] 工作房結束後
[02:01:06] 大家陸續分享自己的畫面
[02:01:08] 有些人說不太能用語言描述
[02:01:11] 但只確定一件事
[02:01:12] 好像有什麼被鬆開了
[02:01:14] 更有趣的是
[02:01:15] 當天晚上就開始出現回應
[02:01:17] 有人回家做了一個
[02:01:18] 有意義的夢
[02:01:19] 有人生活中
[02:01:20] 直接出現新的線索
[02:01:22] 還有人直接被轉
[02:01:23] 介紹多了兩個新學生
[02:01:25] 那種感覺很奇妙
[02:01:26] 不是
[02:01:27] 哇我好厲害
[02:01:28] 而是宇宙在說
[02:01:29] 你願意對待
[02:01:30] 認真對待你的工作
[02:01:31] 我也會認真回應你的投入
[02:01:33] 我覺得你的畫寫很好
[02:01:35] 當我們願意
[02:01:36] 原來當我們願意
[02:01:37] 用心準備一場體驗
[02:01:39] 宇宙也會給各種
[02:01:40] 出其不意的小驚喜
[02:01:42] 回禮給你
[02:01:43] 然後這一次
[02:01:44] 我更確定自己想做的事情
[02:01:46] 是創造一個又一個
[02:01:47] 安全的空間
[02:01:48] 讓更多人
[02:01:49] 可以放心往內看一點
[02:01:51] 拿回一點
[02:01:52] 再回到生活裡
[02:01:54] 你有沒有覺得
[02:01:55] 最近哪一件小事
[02:01:56] 讓你也感覺到
[02:01:57] 好像宇宙在回應我
[02:01:59] 這個就是他幫你寫的文章
[02:02:01] 你真實的回應我
[02:02:04] 一個問題
[02:02:05] 就是這篇文章
[02:02:07] 你覺得對於你來說
[02:02:09] 你覺得完成度
[02:02:10] 一到十分
[02:02:11] 一是最低
[02:02:12] 十是最高
[02:02:13] 你覺得一到十分
[02:02:15] 有幾分對你來說
[02:02:17] 真實的
[02:02:18] 我覺得有
[02:02:19] 好明白
[02:02:20] 我覺得有七分
[02:02:21] 扣掉錯字
[02:02:22] 扣掉錯字
[02:02:23] 明白
[02:02:24] 明白
[02:02:25] 我覺得有七分
[02:02:26] 因為
[02:02:27] 我覺得好像是
[02:02:28] 有走入我內心世界的感覺
[02:02:30] 是是是
[02:02:32] 然後我覺得
[02:02:33] 有些細節
[02:02:34] 有些細節被很細膩的
[02:02:35] 寫得出來
[02:02:36] 我可以貼我的文章嗎
[02:02:39] 可以啊
[02:02:40] 對
[02:02:41] 因為我寫的就很簡單
[02:02:43] 但是我會覺得
[02:02:44] 我是那種比較
[02:02:46] 我不喜歡說廢話
[02:02:48] 所以剛剛很多的細節
[02:02:49] 其實他有講出我的內心
[02:02:50] 但是那個不是我
[02:02:52] 會表述的東西
[02:02:54] 我覺得他講了很多
[02:02:55] 就是可能內心的那些東西
[02:02:57] 我比較喜歡講結果
[02:02:59] 是是是
[02:03:01] 那如果你本來寫的這個
[02:03:03] 然後你再丟進去
[02:03:05] 調整一下
[02:03:06] 你會不會覺得
[02:03:07] 有可能會變得就是
[02:03:08] 這是不一樣的感覺
[02:03:10] 可能會豐富一點
[02:03:11] 也有可能
[02:03:12] 不過你本來寫的
[02:03:13] 我覺得也已經非常不錯了
[02:03:16] 已經很好
[02:03:17] 所以謝謝豆子
[02:03:18] 你的分享
[02:03:19] 然後這篇文你有興趣
[02:03:21] 想要留下給我給我
[02:03:23] 你有興趣的話
[02:03:25] 我貼到那個什麼
[02:03:27] 我貼到我們的
[02:03:29] 我們不是有個社群嗎
[02:03:31] 好
[02:03:33] 社群裡面
[02:03:34] 我給大家貼一下
[02:03:36] 謝謝
[02:03:37] 謝謝
[02:03:38] 開心好幸運
[02:03:40] 我也謝謝你
[02:03:41] 也謝謝你來我們這個示範
[02:03:43] 然後很高興
[02:03:44] 然後呢
[02:03:45] 跟大家分享一下
[02:03:47] 就是
[02:03:48] 事實上
[02:03:50] 我們回到這裡
[02:03:52] 好
[02:03:53] 這是剛剛我們的貼文
[02:03:54] 成功喔
[02:03:55] 然後呢
[02:03:56] 跟大家
[02:03:57] 你可以想像一下
[02:03:58] 如果你再經營自媒體
[02:04:00] 你開始不用每天
[02:04:01] 要想破頭髮什麼
[02:04:03] 你如果有一個
[02:04:04] 30天的內容日曆
[02:04:06] 然後標題方向
[02:04:07] 你都想好了
[02:04:08] 你剩下的就是
[02:04:09] 你花一點時間
[02:04:10] 你跟AI
[02:04:11] 就是他就像你的顧問
[02:04:13] 就像你的助手
[02:04:14] 然後你跟你的顧問
[02:04:15] 你的助手
[02:04:16] 你的幫手
[02:04:17] 告訴他你的方向
[02:04:18] 你的方向
[02:04:19] 你現在很像是一個老闆
[02:04:21] 然後你有一個AI助手
[02:04:23] 在幫助你去花
[02:04:25] 就是每天你只要花10分鐘
[02:04:27] 然後你的助手
[02:04:28] 就把你的內容給搞定了
[02:04:30] 你覺得
[02:04:32] 你有沒有覺得
[02:04:33] 經營自媒體沒那麼累呢
[02:04:35] 你覺得對呀
[02:04:36] 沒錯輕鬆的
[02:04:38] 你就可以幫我打個Easy
[02:04:40] EASY
[02:04:41] 你可以幫我打個EASY
[02:04:43] EASY
[02:04:44] 你覺得變輕鬆的
[02:04:46] 然後你可以打個EASY
[02:04:48] 你可以讓我知道一下
[02:04:49] 你覺得有沒有變輕鬆
[02:04:51] 因為最主要是什麼呢
[02:04:53] 最主要是
[02:04:54] 我們每一個人
[02:04:55] 同學們
[02:04:56] 就是我真的很想跟你說
[02:04:58] 自媒體其實
[02:04:59] 沒有我們想像的難
[02:05:00] 尤其很多人
[02:05:02] 而且我希望
[02:05:04] 可以給大家一個觀念
[02:05:05] 就是
[02:05:06] 我們
[02:05:07] 我告訴大家一件事好不好
[02:05:10] 多年前
[02:05:11] 很多很多很多年前
[02:05:13] 當我們還沒有手機的時候
[02:05:15] 我們用什麼
[02:05:16] 我們是用BBC
[02:05:18] 我們是用家用的電話對不對
[02:05:21] 但是當手機一出現
[02:05:23] 是不是
[02:05:24] 現在幾乎人手一台手機
[02:05:27] 你理解我意思嗎
[02:05:28] 因為我們在做一件事情
[02:05:30] 就是隨著這個
[02:05:31] 是時間的浪潮
[02:05:33] 隨著這個時代的演變
[02:05:35] 我們也跟著升級對不對
[02:05:38] 那現在我們因為
[02:05:40] 那段時間的疫情
[02:05:42] 我們整個
[02:05:43] 自媒體的世界就變了
[02:05:45] 好這是第一個變化
[02:05:47] 接著呢再來有了AI
[02:05:49] BOOM第二個大變化出現了
[02:05:51] 所以現在如果
[02:05:53] 你可以與時俱進
[02:05:55] 我們是乘風破浪
[02:05:57] 而不是
[02:05:59] 乘風破浪的意思是什麼
[02:06:00] 我們也善用AI
[02:06:02] 讓他當我們的幫手
[02:06:04] 而不是被浪打的東島西歪
[02:06:06] 今天你不想用AI
[02:06:08] 可以呀
[02:06:09] 我有朋友
[02:06:10] 他是個非常會寫文的
[02:06:12] 就是創作者
[02:06:14] 早期
[02:06:15] 剛開始
[02:06:16] 我那時候在接觸AI的時候
[02:06:18] 他非常抵觸
[02:06:19] 我不知道有沒有人
[02:06:21] 跟那時候的他一樣
[02:06:22] 就非常抵觸
[02:06:24] 然後我的朋友
[02:06:25] 經過跟我聊天之後
[02:06:26] 而且他看我
[02:06:27] 常常在寫文章
[02:06:28] 他覺得哇你文章
[02:06:29] 都寫得很好
[02:06:30] 然後我跟他
[02:06:31] 有一次我跟他說
[02:06:32] 那個
[02:06:33] 因為有一次我跟他
[02:06:34] 我跟他一起出去玩
[02:06:36] 然後我就突然之間
[02:06:37] 有一個靈感
[02:06:38] 我就說一說話
[02:06:39] 然後我文章寫好
[02:06:40] 就是我跟他
[02:06:41] 然後我文章寫好
[02:06:42] 就貼出去了
[02:06:43] 然後他就說
[02:06:44] 你什麼時候寫文章
[02:06:45] 你什麼時候做的事情
[02:06:47] 我說剛剛
[02:06:48] 就是零碎的時間
[02:06:49] 我就做了一下
[02:06:50] 因為有時候
[02:06:51] 我們在等人家上廁所
[02:06:52] 然後在等著要坐車
[02:06:54] 在等著要幹嘛
[02:06:55] 我突然有靈感
[02:06:56] 我把那個靈感寄下來
[02:06:58] 然後我就寫了一下
[02:06:59] 然後圖也一下
[02:07:00] 就做好就貼出去了
[02:07:01] 他就覺得太驚訝了
[02:07:03] 他說你不知道
[02:07:04] 寫一篇文章
[02:07:05] 要兩三個小時嗎
[02:07:06] 我說要啊
[02:07:07] 以前我要啊
[02:07:08] 但是現在我不用啊
[02:07:10] 現在我就可能花五六分鐘
[02:07:12] 他就非常驚訝
[02:07:14] 然後從那次之後
[02:07:16] 我就說
[02:07:17] 你先不要抗拒AI
[02:07:19] 你是不是可以
[02:07:20] 試著與時俱進
[02:07:22] 因為AI不是我們的敵人
[02:07:25] 他是我們的幫手
[02:07:27] 他是來幫助我們的生活
[02:07:29] 就像以前沒有掃地機器人
[02:07:31] 我們用掃把
[02:07:33] 現在有掃地機器人
[02:07:35] 他是來幫助你的
[02:07:36] 而不是來搶你工作的
[02:07:38] 好嗎
[02:07:39] 所以我們要這個概念
[02:07:41] 那我想問一下
[02:07:42] 如果有這一套方法
[02:07:44] 有一個SOP
[02:07:45] 幫助你寫出一個
[02:07:46] 感動的靈魂故事
[02:07:48] 然後幫你把你是誰
[02:07:49] 也說清楚
[02:07:50] 定位也清楚
[02:07:51] 你的自媒體不亂發
[02:07:53] 你穩定的累積
[02:07:55] 你的信任跟詢問
[02:07:56] 你會不會想要擁有一套
[02:07:58] 這樣的定位
[02:07:59] 加自媒體的系統呢
[02:08:00] 會嗎
[02:08:01] 會的打會好不好
[02:08:03] 就是如果
[02:08:04] 如果你會想要有一個
[02:08:06] 一個很完整的
[02:08:07] 而且是穩定的
[02:08:09] 我們不要很跳真
[02:08:10] 今天說一下
[02:08:11] 一下很高一下很低
[02:08:13] 一下很高一下很低
[02:08:14] 那當然如果你都
[02:08:15] 維持在高點的高低
[02:08:17] 那當然沒有關係啦
[02:08:18] 就是
[02:08:19] 如果你是維持在
[02:08:20] 可能30萬到50萬
[02:08:22] 那種高低
[02:08:23] 那沒有我自覺沒問題喔
[02:08:25] 但是如果你是
[02:08:26] 維持在35萬的這種高低
