[00:00] 能量清理一有
[01:43:03] 有齁
[01:43:04] Miscio有齁
[01:43:05] 好其他的都有好
[01:43:07] 有跟上大家繼續提
[01:43:08] 如果有
[01:43:09] 自己有好有跟上很好
[01:43:11] 那我們繼續
[01:43:12] 那你建立完信任之後呢
[01:43:14] 是不是你你總是要引導對方了解
[01:43:17] 對不對
[01:43:18] 所以我今天跟你們建立好信任
[01:43:20] 然後信任建立好了
[01:43:21] 我大家這個對方可能也
[01:43:24] 也進一步要了解
[01:43:25] 進一步了解覺得好了
[01:43:26] 那當然就是付款成交嘛
[01:43:28] 你想像
[01:43:29] 假設你去做臉
[01:43:30] 這個我覺得比較容易舉例
[01:43:31] 或者是你去健身房
[01:43:34] 哦
[01:43:34] 然後你去健身房
[01:43:35] 健身房是不是有那種
[01:43:36] 就是或者是你去
[01:43:38] 像我有時候去跳
[01:43:39] 比如說去跳瑜伽
[01:43:40] 他們都會給一個什麼體驗方案
[01:43:42] 對不對哦
[01:43:43] 這個體驗價可能是
[01:43:44] 呃隨便講是888666啊
[01:43:46] 或是1000塊啊
[01:43:48] 啊
[01:43:48] 然後好我去體驗了之後
[01:43:50] 他也引導我了解你看嗎
[01:43:52] 我我體驗了啊
[01:43:53] 我也覺得很滿意了
[01:43:54] 他就會告訴我方案
[01:43:56] 而且我真的滿意了我財富錢
[01:43:58] 對不對
[01:43:59] 那我之前在我搬來台中的時候
[01:44:02] 我那時候在選擇我想要去
[01:44:03] 就是運動的地方
[01:44:05] 我去了好幾個地方做體驗
[01:44:07] 大家理解嗎
[01:44:08] 啊我找了一個我最適合我的
[01:44:10] 但是他們因為給我體驗
[01:44:12] 我才知道我能不能選擇他嗎
[01:44:14] 所以今天如果你們給你的客戶
[01:44:17] 一個體驗體驗了他滿意的
[01:44:19] 你再來幫助他進一步了解
[01:44:21] 你覺得這樣
[01:44:22] 有沒有讓對方覺得舒服
[01:44:25] 你覺得有沒有
[01:44:26] 有的繼續幫我打勇
[01:44:29] 你就這樣讓人家比較舒服的
[01:44:31] 而且你會覺得哇
[01:44:32] 我這樣付錢我也付得爽
[01:44:34] 那如果我不體驗
[01:44:35] 我就連成交都不用想了
[01:44:38] 對不對
[01:44:38] 但是今天你的設計方案
[01:44:41] 傳統是直接告訴你多少錢
[01:44:44] 等著你看你要不要付錢
[01:44:46] 那我們這種成交型是什麼
[01:44:48] 先送人家禮物
[01:44:50] 先給你一個免費的
[01:44:51] 或是給你一個非常低金額的
[01:44:54] 然後讓你體驗了
[01:44:55] 你確定好了再來
[01:44:57] 你就這樣是不是
[01:44:58] 所有的過程請問
[01:45:01] 請問你
[01:45:02] 你有覺得對方在推銷你嗎
[01:45:05] 你有沒有覺得這種比較偏華裔乾丸
[01:45:08] 然後他沒推銷沒有
[01:45:10] 沒有在強推銷
[01:45:11] 而且你覺得舒服的
[01:45:12] 你覺得你有覺得到目前為止
[01:45:14] 聽著都覺得舒服的
[01:45:16] 幫我打個加一
[01:45:19] 如果到目前為止
[01:45:20] 這整個流程都讓你是舒服
[01:45:22] 而且你沒有覺得討厭這個
[01:45:25] 根本是要那個要我付錢的
[01:45:27] 你如果覺得是舒服的
[01:45:29] 你幫我按加一
[01:45:31] 好我看到很多加一
[01:45:33] 就代表你都是舒服對不對
[01:45:34] 那舒服了
[01:45:35] 當然你要不要付費
[01:45:36] 就你決定嘛
[01:45:37] 所有我跟大家講一件事情
[01:45:40] 我們的這一套方法
[01:45:42] 我們在做的不叫做銷售
[01:45:46] 我們一直在做一件事情
[01:45:48] 叫做吸引
[01:45:50] 我們用吸引取代銷售
[01:45:52] 幫我打下這句話
[01:45:54] 用吸引取代銷售
[01:45:56] 吸引取代銷售
[01:46:00] 吸引取代銷售這句話非常的重要
[01:46:03] 因為
[01:46:04] 現在已經不是銷售的年代了
[01:46:07] 是吸引的年代
[01:46:09] 大家同意嗎
[01:46:10] 現在是吸引的年代了
[01:46:11] 所以到目前為止
[01:46:13] 我有在銷售你們嗎
[01:46:15] 目前為止我有在銷售沒有
[01:46:17] 我是不是一直在告訴你
[01:46:19] 我要用吸引取代銷售
[01:46:21] 什麼叫吸引
[01:46:23] 我們是不是在建立信任的過程
[01:46:25] 然後我讓你們瞭解我是誰
[01:46:27] 我也讓你們知道
[01:46:28] 我可以帶著你走到哪裡
[01:46:30] 我有在跟你推銷到什麼東西嗎
[01:46:32] 沒有
[01:46:33] 因為我只做一件事情吸引
[01:46:36] 我讓你自動走到我面前
[01:46:38] 那請問我請問各位
[01:46:40] 如果你的客戶
[01:46:42] 如果你的用戶
[01:46:43] 他自動走到你面前
[01:46:45] 他自動告訴你我對你有興趣
[01:46:47] 你可以介紹你的方案給我嗎
[01:46:49] 我想付你的體驗價1.99
[01:46:52] 請問你有沒有覺得你是舒服的
[01:46:55] 然後你的客戶也是舒服的
[01:46:57] 你覺得有嗎
[01:46:57] 有的大家有
[01:46:59] 他也舒服你也舒服
[01:47:00] 你覺得兩個人都開開心心舒服服的
[01:47:03] 沒有誰被強迫
[01:47:04] 有沒有
[01:47:05] 沒有人被你強迫
[01:47:08] 然後你也舒服他也開心
[01:47:09] 就像剛剛Yuka說
[01:47:11] 他覺得很開心來到我的客
[01:47:13] 然後他到現
[01:47:14] 然後他已經來我客一段時間了
[01:47:16] 他今天來聽這個
[01:47:18] 他今天也來聽我們的分享會
[01:47:20] 然後也來當我們的來賓
[01:47:23] 然後他也很開心
[01:47:24] 我也很開心
[01:47:25] 你們也很開心對不對
[01:47:27] 就是到目前為止
[01:47:28] 是不是大家都開心的狀態
[01:47:30] 好
[01:47:31] 那既然我們都很開心了
[01:47:32] 最後可能
[01:47:33] 最後如果對方這個客戶
[01:47:35] 真的是適合你
[01:47:36] 你才會進到可能付款成交嘛
[01:47:38] 對不對
[01:47:39] 那這個就是我們這一整套
[01:47:41] 自動化成交系統的部分
[01:47:44] 好那如果呢
[01:47:45] 嗯你想要打造一個
[01:47:47] 就是能夠長慢五年的安心系統
[01:47:51] 你們想要知道
[01:47:52] 那個我們的
[01:47:53] 落地系統是怎麼回事嗎
[01:47:55] 有想要了解嗎
[01:47:57] 如果你願意想要繼續了解的人
[01:48:00] 幫我打個555
[01:48:01] 你願意繼續了解的
[01:48:02] 幫我打個555我提看一下
[01:48:05] 好就是你願意想要知道
[01:48:06] 更多一點點的
[01:48:08] 你願意知道
[01:48:09] 那如果沒有興趣知道的
[01:48:11] 沒有關係哦
[01:48:12] 沒有興趣知道的
[01:48:13] 那你就可以先下線
[01:48:14] 那如果你有興趣再進一步知道
[01:48:17] 什麼叫做
[01:48:18] 呃
[01:48:18] 可以幫助你自動化
[01:48:20] 然後可以幫你落地的一個系統
[01:48:22] 如果你願意知道的打個555
[01:48:24] 好那我現在來接著告訴你們哦
[01:48:27] 你有看到很多同學
[01:48:28] 謝謝你們給我回應
[01:48:30] 那這個就是我們的一個落地系統
[01:48:33] 好從靈魂定位
[01:48:35] 再到自動化變現
[01:48:36] 然後幫助你打造
[01:48:38] 可以常賣五年的安心收入系統
[01:48:40] 事實上我說實話
[01:48:42] 五年真的說少了
[01:48:44] 大家有聽懂我意思嗎
[01:48:46] 因為靈氣都上百年了
[01:48:48] 那希塔遼域
[01:48:49] 山谷
[01:48:50] 星潭
[01:48:51] 大家隨便聽是不是每一個都歷史悠久
[01:48:55] 只是
[01:48:57] 現在非常非常少人知道什麼叫做
[01:49:01] 成交式系統
[01:49:03] 幾乎沒有什麼人在身心靈權哦
[01:49:06] 還急急急連一趴都不到的人
[01:49:10] 知道
[01:49:11] 這種成交式系統
[01:49:12] 那恭喜你們你們就是那不到一趴的人
[01:49:16] 你們就是聽懂不到那一趴的人
[01:49:18] 我是說真的我是說
[01:49:20] 我沒有在跟你們
[01:49:21] 那什麼話大名沒有
[01:49:23] 因為知道的人太少了
[01:49:25] 那我覺得很幸運我知道這件事情
[01:49:28] 而且我知道怎麼把它用在我們這個領域
[01:49:32] 所以呢不論你是全職或者是
[01:49:34] 呃
[01:49:35] 你是想要把它當第二手入的或是結合
[01:49:37] 你的專長
[01:49:38] 把身心靈也放進去的聽清楚這一套
[01:49:41] 我們的落地系統是什麼呢
[01:49:43] 它是一個瘦落地系統靈魂落地系統
[01:49:47] 哦 s 呢就是什麼
[01:49:49] 從左到右
[01:49:51] 左邊 s 就是幫助你
[01:49:53] 就剛剛說的
[01:49:54] 你會有一個
[01:49:55] 呃你會把你自己定位好
[01:49:57] 然後寫好你的故事
[01:49:59] 讓你的靈魂藍圖變得
[01:50:01] 從模糊變到有方向
[01:50:03] 然後接著呢是你的課程設計跟服務了
[01:50:06] 然後怎麼把你的療癒力
[01:50:08] 轉化成市場喜害的課程
[01:50:10] 所以怎麼去設計你的課程很重要
[01:50:13] 這個在第三天我會講更多一點就是
[01:50:16] 為什麼他很重要
[01:50:18] 然後再來呢就是
[01:50:20] 呃s o u 嘛
[01:50:21] u 是什麼呢universe system
[01:50:24] 就是你是你會得到一個宇宙級的系統打招
[01:50:27] 對我來說這真的是宇宙級的
[01:50:29] 因為大家有沒有發現現在這種系統很少
[01:50:32] 人知道
[01:50:33] 現在我們就要讓更多人被看見
[01:50:37] 那我們都知道離火久運
[01:50:39] 現在是我們的運開始了
[01:50:41] 但為什麼很多人收入不穩
[01:50:43] 這不合理啊
[01:50:44] 對不對為什麼不合理
[01:50:46] 只是因為你們不知道怎麼做
[01:50:48] 那所以我們的宇宙級系統
[01:50:50] 這個就很關鍵了
[01:50:52] 可以幫助你打造你的
[01:50:54] 呃你的自媒體
[01:50:55] 然後打造你的官方Line
[01:50:58] 然後成交式的官網
[01:50:59] 然後獨家很多種的金流配合
[01:51:02] 金流串接等等這個之後會再說
[01:51:05] 哦有機會再說
[01:51:06] 然後呢接著最後呢
[01:51:07] 讓更多人想主動報名你的課
[01:51:10] 比如說我們會有30天圖文內容日曆
[01:51:13] 這個想學嗎
[01:51:14] 有沒有人想學就是讓你很快速
[01:51:17] 這個到第幾天啊
[01:51:18] 啊明天就會講了
[01:51:20] 明天就會講這件事情
[01:51:22] 然後明天就會給你們體驗
[01:51:23] 就是高共鳴的
[01:51:25] 呃報款貼文
[01:51:27] 哦明天就會體驗了哦
[01:51:28] 然後呢明天我會示範給你們看
[01:51:30] 如何在
[01:51:32] 五到十分鐘裡面就把一個很有效
[01:51:35] 有用的貼文
[01:51:37] 然後直接寫好
[01:51:39] 然後明天會給你們看
[01:51:40] 人家是如何光只是寫文章
[01:51:43] 就賺到
[01:51:44] 就是越贏收
[01:51:47] 貨百萬
[01:51:49] 的方式
[01:51:50] 好然後再來呢
[01:51:51] 就是你讓你的客戶體驗完
[01:51:53] 你的方案之後
[01:51:55] 哎他他如何得到成交
[01:51:58] 然後你的客戶會
[01:51:59] 花費趕完歡喜接受你的方案
[01:52:02] 有沒有想學
[01:52:03] 好好那我們回到我們剛剛說的
[01:52:06] 來到講座我們是不是說送大家這三個好禮
[01:52:10] 好所以呢要送呢
[01:52:11] 好禮一跟三來大家看一下好禮一跟三
[01:52:14] 要請大家先加入到我們的這個
[01:52:17] 呃就是
[01:52:19] 賴那個社群大家先加一下這個社群
[01:52:22] 然後你加入到這個社群之後呢
[01:52:24] 我們就會把好禮一跟三放進去
[01:52:27] 那請我們的小幫手哎對小幫手
[01:52:31] 哎
[01:52:32] 賴哦
[01:52:33] 這個是嗎
[01:52:34] 哦可以可以這樣開哦好特別哦
[01:52:37] 我們小幫手放進來了哦
[01:52:38] 很多人都加進來囉
[01:52:41] 好然後呢這是我們的那個
[01:52:45] 我們的社群
[01:52:47] 然後大家可以直接加入到這一個社群
[01:52:50] 然後進入到我們的社群哦
[01:52:52] 很多人加進來然後好看到了
[01:52:55] 你們直接加進來
[01:52:56] 然後我們會把這兩個好禮
[01:52:59] 哦這兩個好禮
[01:53:00] 給到大家就是靈性顯化招生落地表
[01:53:04] 還有一個呢是一人學院的收入地圖
[01:53:08] 好這個收入這兩個真的很重要
[01:53:10] 因為你們知道哎我設計這個
[01:53:12] 花很多時間呢你知道嗎
[01:53:15] 我設計這個花很多時間
[01:53:16] 然後我就是要讓你們看清楚
[01:53:18] 看清楚到底顯化沒有落地的關鍵點
[01:53:22] 這個東西連我自己到現在看
[01:53:25] 我都覺得很受用很好用
[01:53:27] 好所以大家去那個可以去一下哦
[01:53:30] 那加入好之後呢
[01:53:31] 我們是不是還有一個品牌診斷
[01:53:33] 然後這個我跟你講哦
[01:53:35] 這個品牌診斷呢
[01:53:38] 價值一萬塊不誇張
[01:53:41] 這個品牌診斷我送你們好不好
[01:53:45] 送你們一個那個你的品牌診斷
[01:53:47] 你知道我們會花整整一小時的時間
[01:53:51] 來協助你去診斷你的品牌狀況
[01:53:54] 你覺得好不好
[01:53:55] 你覺得好的打個好
[01:53:57] 好你覺得好不好
[01:53:58] 送你一個價值一萬塊
[01:54:00] 真的不誇張一對一
[01:54:02] 哦這不是一對多
[01:54:03] 不好意思一對一哦
[01:54:05] 所以很珍貴哦好嗎
[01:54:06] 這很花我們時間的哦
[01:54:08] 那現在呢我要帶著大
[01:54:11] 然後那個要品牌診斷的人
[01:54:14] 現在點擊我們這邊的
[01:54:17] 那個一對一表達
[01:54:18] 那我帶著大家來填大家看一下哦
[01:54:21] 因為我怕你們填不好
[01:54:22] 之前就是我們那大家看一下這個表單
[01:54:26] 然後你們可以編聽我說點進去
[01:54:30] 然後編跟著填好嗎
[01:54:32] 現在大家跟著一步一步來哦
[01:54:35] 第一個就是填你的中文全名
[01:54:37] 你的中文全名填進去
[01:54:40] 好第一題嘛就是你的中文全名
[01:54:43] 然後第二個呢就是填你的email
[01:54:46] 如果第一個填好的填第二個
[01:54:49] 填好的就填第二個哦
[01:54:52] 然後因為我知道你們現在在的
[01:54:55] 現在要填的就是什麼呢
[01:54:57] 就是你要填這個表單就是當然就是
[01:54:59] 呃你要我們來幫你去做診斷
[01:55:02] 好然後那當然我要先跟各位講哦
[01:55:05] 因為可能很多人在填
[01:55:07] 所以呢那我們名額又有限
[01:55:10] 我們可能會看情形哦
[01:55:12] 就是呃如果你是真的適合的
[01:55:15] 就比如說你只是填完完的
[01:55:16] 那就不要填你只是好玩
[01:55:18] 那就不要填好不好
[01:55:20] 但是如果你是真的想要
[01:55:22] 就是讓你的事業有一個突破
[01:55:26] 然後你真的想要有一個
[01:55:28] 呃能夠長賣5到10年的安心收入系統
[01:55:32] 你想知道怎麼做
[01:55:33] 怎麼前進你的品牌裡面有沒有什麼卡點
[01:55:37] 我們可以協助你看的你才填好不好
[01:55:40] 好你願意我們幫你看你就填好
[01:55:42] 這是你的姓名email都填好了
[01:55:45] 接著填你的手機號碼
[01:55:46] 因為我們不會打電話給你
[01:55:48] 除非你真的忘記了
[01:55:50] 我們不會打除非你真的忘了我們才會打
[01:55:53] 基本上我們根本不會打電話打到任何人
[01:55:55] 為什麼因為我們要吸引取代
[01:55:58] 揮銷
[01:55:59] 所以我們根本不會打
[01:56:01] 我們只會在你真的沒有來不小心忘記
[01:56:03] 或是有的人是這樣就是
[01:56:05] 他還有點不知道怎麼進入
[01:56:07] 就是有些呃手機還不太會用的人
[01:56:12] 他可能不知道怎麼進入那個連結
[01:56:13] 有時候可能會需要我們電話帶著他
[01:56:16] 所以我們這流電話的目的是這樣
[01:56:19] 那第四點很重要了
[01:56:21] 第四點要你寫下來你目前會的
[01:56:25] 或是未來你想要用他來
[01:56:30] 未來你想要用他來作為你的
[01:56:34] 身心靈的相關技能的
[01:56:37] 這是第四點
[01:56:39] 好這是第四點
[01:56:40] 然後你要寫清楚哦
[01:56:42] 比如說你可能是靈氣
[01:56:44] 或是稀罕療癒
[01:56:46] 有什麼你什麼就有哪幾個你
[01:56:49] 特別想要用來對外服務的清理
[01:56:52] 寫下來
[01:56:53] 這是這個就讓你寫了寫下來
[01:56:56] 然後寫清楚把它寫下來
[01:57:02] 清楚寫下來哦
[01:57:06] 然後要寫清楚哦
[01:57:07] 都不要著急哦
[01:57:08] 我們大家一起來哦
[01:57:11] 然後如果真的沒預約到
[01:57:13] 我們到時候再看好不好
[01:57:14] 到時候再看
[01:57:15] 然後但是一定要一提一提
[01:57:17] 你沒寫你沒有寫清楚的
[01:57:19] 沒空白的或是寫的太過簡單的
[01:57:21] 那也不會
[01:57:22] 那你也沒有辦法預約成功哦
[01:57:25] 好不好
[01:57:25] 因為我們也會看狀況的哦
[01:57:27] 所以同學們一定要跟著我們的節奏哦
[01:57:31] 好那你寫下來很清楚
[01:57:33] 第四點如果你寫好之後
[01:57:35] 第五點就是第四點寫好了嗎
[01:57:37] 有沒有人寫好了
[01:57:39] 那我繼續往下哦好不好
[01:57:41] 寫好了可以回應我嗎
[01:57:43] 那我又怕你跳來跳去的
[01:57:45] 好你寫好之後我們來看第五點哦
[01:57:48] 第五點了就是
[01:57:49] 這是你有一個下拉鍵你可以直接按
[01:57:53] 單選題哦
[01:57:53] 就是你目前是用什麼方式做身心靈服務
[01:57:56] 你可能如果你是全職的
[01:57:57] 你就按全職
[01:57:58] 全職從事身心靈工作
[01:58:01] 你如果是副業進行中有證實
[01:58:04] 你就寫
[01:58:05] 你就打這個那如果你是
[01:58:06] 呃
[01:58:07] 你想把身心靈結合原本專業
[01:58:09] 你就按這一個
[01:58:11] 副業進行中的意思是什麼我講一下
[01:58:13] 就是你你有一個副業
[01:58:14] 但是啊你有一個政治
[01:58:16] 但是你想把身心靈當副業
[01:58:19] 跟第三個不一樣
[01:58:20] 第三個是你原本的專業要結合身心靈
[01:58:23] 就是你原本是按摩師結合
[01:58:26] 呃西塔療癒比方這種
[01:58:28] 但是你的政治
[01:58:29] 跟你想要結合身心靈是完全不搭乘的
[01:58:33] 那你就是第二個
[01:58:34] 那你如果都還沒有學身心靈
[01:58:37] 你現在還在探索階段你就第四個
[01:58:39] 你就那個好你看是哪一個
[01:58:42] 好嘍
[01:58:43] 那我們接著下去了
[01:58:44] 然後接觸身心靈多久
[01:58:46] 這也是單選
[01:58:47] 我未滿一年一到三年
[01:58:49] 三到五年五到十年十年以上
[01:58:51] 你是哪一個就按那個
[01:58:54] 好
[01:58:54] 好第六個比較簡單嘛
[01:58:56] 啊第七個來看一下
[01:58:58] 快寫完了哦
[01:58:59] 第七個你曾經做過的個案數
[01:59:01] 這個包含什麼哦
[01:59:03] 你幫自己做也算
[01:59:04] 你幫親友做也算
[01:59:06] 收錢不收錢都算
[01:59:08] 因為我要知道的是
[01:59:11] 你你已經做過多少的
[01:59:13] 也就是你打地基打的好不好
[01:59:16] 好所以你你要很誠實的回答哦
[01:59:18] 0到30就是0到30哦
[01:59:20] 30到50就30到50哦
[01:59:22] 多少大概範圍是多少
[01:59:25] 寫下來
[01:59:26] 好這個範圍是你選擇一個
[01:59:28] 然後第八題呢就是
[01:59:31] 你有沒有對外收費
[01:59:32] 如果有你就寫穩定收費有
[01:59:35] 哦如果是穩定收費就寫穩定
[01:59:36] 啊如果是有
[01:59:37] 但是收入不穩定就寫但不穩定
[01:59:40] 第二個
[01:59:41] 然後如果你的收費是
[01:59:42] 偶爾才有是很隨緣的收費
[01:59:44] 那你就第三個
[01:59:46] 你如果還沒有開始收費就點
[01:59:48] 還沒有開始
[01:59:50] 好然後接下來很重要了
[01:59:52] 非常重要的開始了哦
[01:59:54] 就是你的目前整
[01:59:56] 大家不要亂停
[01:59:57] 一定要跟著我們的節奏
[01:59:58] 就是目前整體平均月收入
[02:00:00] 大概是多少
[02:00:01] 我這邊講的整體哦
[02:00:02] 不論你是正值的
[02:00:04] 接案的副業全部加在一起哦
[02:00:06] 我講的是全部哦
[02:00:08] 然後這邊也是單選題哦
[02:00:11] 這也是單選題哦
[02:00:12] 就是你可以選是哪一個單選題
[02:00:15] 全部加在一起是多少
[02:00:17] 請你幫我寫清楚
[02:00:19] 全部加在一起
[02:00:20] 好然後加
[02:00:22] 再來呢就是你目前的主要收入是哪裡
[02:00:26] 主要收入是什麼
[02:00:27] 主要收入是證職你就填證職那一個
[02:00:31] 然後證職加副業就填證職加副業
[02:00:34] 然後如果是全職升星齡就寫全職升星
[02:00:37] 證職加副業就是副業是跟
[02:00:39] 就是證職跟那個副業就都不一樣
[02:00:43] 啊證如果是升星齡加一級之類
[02:00:45] 你看你是哪一個
[02:00:46] 或者你就是接案自由工作
[02:00:48] 或者你收入就是不穩定
[02:00:49] 你看你是哪一個可以
[02:00:51] 這是這是可以復選的嗎
[02:00:53] 哦這可以復選的哦
[02:00:55] 你看你是哪一個你選給我們看
[02:00:58] 好然後第十一題
[02:01:00] 希望未來六到十二個月
[02:01:01] 整體月收入可以走到哪裡
[02:01:03] 好你想要穩定五萬就好了
[02:01:06] 未來六到十二個月多少
[02:01:07] 你一定要寫哦
[02:01:08] 這就是你你的目標是什麼
[02:01:10] 你要告訴我
[02:01:12] 我才知道我會支持你啊對不對
[02:01:14] 比如說你目前的月收入低於三萬
[02:01:16] 然後你希望穩定五萬也可以啊
[02:01:19] 對不對你的你對自己誠實哦
[02:01:22] 不用一定要寫超高的哦
[02:01:23] 然後我要你去選一根
[02:01:25] 有挑戰但你要做到的好嗎
[02:01:28] 要做到的你不要填一個哇
[02:01:31] 我就是要一百萬
[02:01:32] 結果你現在月收入五萬塊
[02:01:34] 你就現實嗎
[02:01:35] 我有時候我會遇到這樣的
[02:01:37] 所以為什麼我要帶著大家
[02:01:38] 填是有原因的
[02:01:40] 我我希望你填一個
[02:01:41] 你覺得有挑戰
[02:01:42] 但你認為可達到的區間好不好
[02:01:46] 可達到的區間好
[02:01:48] 然後經營與曝光來第十二題
[02:01:50] 你現在經營的平台是什麼
[02:01:52] 可復選ig 臉書小動作
[02:01:55] 其他其他什麼可能沒經營哦
[02:01:57] 如果你沒有經營你可以寫其他
[02:01:59] 然後有經營是哪
[02:02:00] 然後或者是還有其他
[02:02:02] 你反正你就可以多選
[02:02:04] 哦然後再來
[02:02:05] 提有提供你有經營的社群連結
[02:02:08] 就是要要把連結發上來哦
[02:02:11] 可能是臉書這一定要發上來
[02:02:14] 如果你有經營的
[02:02:16] 如果你有經營臉書臉書的連結要發上來
[02:02:19] 如果你有經營igig的連結也要發
[02:02:22] 也要填上去哦
[02:02:24] 你就用一個分號
[02:02:25] 然後再有ig臉書就兩個分
[02:02:27] 就兩個之間你要用一個分號
[02:02:30] 幫我分開
[02:02:31] 這樣我們就知道
[02:02:32] 因為我要我要幫你診斷你的品牌嘛
[02:02:35] 對不對
[02:02:36] 我們要診斷你的品牌
[02:02:37] 你總是要給我連結我才能診斷呢
[02:02:39] 對不對
[02:02:40] 所以把你的你如果有經營的話
[02:02:43] 那如果沒有經營的人怎麼辦呢
[02:02:45] 還沒有經營社群你
[02:02:46] 那你就打個無
[02:02:48] 你就打個沒有
[02:02:49] 我就知道你還沒有經營了
[02:02:51] 那我就知道你的點了
[02:02:52] 好不好
[02:02:53] 如果沒有你就打個無
[02:02:55] 沒有就好了
[02:02:56] 好然後
[02:02:57] 這一點好了之後呢
[02:02:59] 來目前準備的階段
[02:03:01] 卡觀點是什麼
[02:03:02] 這可以多選的哦
[02:03:04] 哦有的人可能是不知道自己定位啦
[02:03:06] 內容不知道怎麼寫啦
[02:03:08] 有曝光帶哦
[02:03:09] 我有一直曝光位置寫內容啊
[02:03:11] 但沒有人買啊
[02:03:13] 收入不穩定或是不會設計課程方案
[02:03:15] 不懂系統流程
[02:03:16] 你是哪一個
[02:03:17] 好把你的狀況寫上來
[02:03:20] 你可以復選的
[02:03:22] 好然後我看一下總共十八題快好哦
[02:03:25] 到第十五題了哦
[02:03:28] 然後呢
[02:03:28] 你希望透過諮詢解決或得到解決
[02:03:31] 會被點醒是什麼
[02:03:33] 這是要你填的
[02:03:35] 好你可以簡單寫一下
[02:03:39] 你可以簡單寫一下
[02:03:43] 好
[02:03:45] 然後呢再來呢
[02:03:47] 你簡單寫一下
[02:03:48] 比如說啊啊我想要透過諮詢知道就是
[02:03:51] 呃就是收入不穩定
[02:03:52] 為什麼不穩定
[02:03:54] 然後我想要得到解決
[02:03:55] 我想要定位得到解決
[02:03:57] 因為我覺得定位好難哦
[02:03:59] 這這輩子都沒想過定位
[02:04:00] 或者是呃我有很多的
[02:04:03] 我會的東西很多哎
[02:04:05] 但是我要怎麼
[02:04:06] 怎麼我要怎麼去推廣他們
[02:04:09] 就是你希望透過諮詢
[02:04:10] 得到被點醒或被解決的是什麼
[02:04:13] 好這是我舉例說明給你們聽
[02:04:16] 好那你目前的
[02:04:18] 呃在落地與提升收入這件事情
[02:04:21] 你覺得你最接近哪一個狀態
[02:04:23] 比如說
[02:04:24] 你是願意為成長跟提升收入
[02:04:26] 投入時間跟資源的
[02:04:28] 好你就可以填第一個
[02:04:30] 那如果呢
[02:04:31] 你是正在探索階段
[02:04:33] 然後希望有人幫你一起把方向釐清的
[02:04:36] 你可以填第二個
[02:04:37] 那第三個是
[02:04:38] 你還沒有準備好投入預算
[02:04:40] 但是很想先理解整體度
[02:04:42] 精能可能性的也可以哦
[02:04:43] 就是你
[02:04:44] 誠實的回答你自己
[02:04:46] 你現在是哪一個就好了
[02:04:47] 好我們就知道你的狀況
[02:04:50] 好然後再來呢
[02:04:52] 第17題是
[02:04:53] 未來如果有一個系統
[02:04:55] 好可以幫助你把你自己的能力
[02:04:58] 還有經驗
[02:04:59] 轉化為一個穩定可持續的收入
[02:05:02] 你對於投入資源來加速這條路的心理準備
[02:05:06] 好這邊是單選題
[02:05:07] 就是你可以決定你是哪一個
[02:05:10] 就是你誠實的回答自己就好了
[02:05:13] 好其實真的就像我在跟我的學生說
[02:05:16] 就是我們做任何東西
[02:05:17] 我們都是很真實的
[02:05:19] 我們不我們不虛構
[02:05:22] 這是最好的
[02:05:23] 所以我在
[02:05:23] 希望你們填單也是
[02:05:25] 有理解我要你們填的用意
[02:05:27] 啊你的狀況在哪裡
[02:05:30] 清楚的讓我知道就好了
[02:05:31] 第18題就很簡單了
[02:05:33] 你因為這是一個珍貴的一對一資訊
[02:05:36] 畢竟我們真的是老老實實花了一小時時間給你嘛
[02:05:39] 那你可以準時全程出行
[02:05:41] 你也會願意珍惜的
[02:05:43] 你會就按第一個
[02:05:44] 然後如果沒有辦法出行
[02:05:46] 真的臨時有事不行
[02:05:47] 你智你會願意提早6小時告知的
[02:05:50] 你就真的一定會準時的
[02:05:52] 絕對不會那個突然有事的
[02:05:54] 你就按第一個會準時
[02:05:56] 如果你沒有辦法出行
[02:05:58] 你會提前至少6小時告知選第二個
[02:06:01] 然後你理解
[02:06:02] 如果你沒有辦法到你未來就不能再預約了
[02:06:06] 你是哪一個你就填哪一個
[02:06:08] 然後呢最後每一個
[02:06:10] 每一個小框框都要打勾
[02:06:12] 就是如果你有
[02:06:14] 你已經預約過了
[02:06:15] 你已經預約過了
[02:06:16] 那你可能就會是
[02:06:18] 呃要要來我們的決策叫準資訊30分鐘
[02:06:22] 那是會有費用的
[02:06:23] 所以大家看一下我們這一小時現在真的是免費
[02:06:26] 那那個決策叫準
[02:06:27] 如果你已經預約過
[02:06:28] 還想預約第二次是30分鐘
[02:06:30] 然後費用是1800
[02:06:32] 這個你理解就打個勾
[02:06:33] 哦你你也知道你現在是認真解詳實的
[02:06:36] 填資要不要打勾
[02:06:38] 好如果你填寫很草率
[02:06:40] 我們不會我們會取消
[02:06:42] 取消你的預約
[02:06:43] 然後你願意準時出席的打勾
[02:06:46] 好你願意預留
[02:06:48] 那個安靜時段參與的打勾
[02:06:50] 而且優先使用電腦
[02:06:51] 上線最好用電腦啦
[02:06:53] 因為我們可以跟你講清楚
[02:06:55] 然後可以
[02:06:55] 那因為我們在診斷你的狀況
[02:06:57] 你是不是用電腦看會更清楚對不對
[02:07:01] 好最後呢
[02:07:02] 這些都停完全部都打勾
[02:07:03] 現在你就可以選時間了
[02:07:05] 我們有7號8號9號10號11號
