[00:00] 大家都知道2024到2043這20年是很具有潛力的
[01:37:25] 從十幾個人變幾十個人
[01:37:28] 然後讓他一直來不及
[01:37:30] 做他的正式方案
[01:37:31] 然後所以他那時候來上課
[01:37:33] 就說怎麼辦
[01:37:33] 我好緊張
[01:37:35] 然後我就說
[01:37:35] 你現在一定要把你的那些體驗方案
[01:37:37] 往後面的時間拉
[01:37:39] 然後呢
[01:37:41] 對這個招財貓閨蜜
[01:37:42] 那我跟你講
[01:37:44] 如果你的方案就是那111
[01:37:46] 然後199299
[01:37:47] 399699
[01:37:48] 一堆人幫你發
[01:37:49] 我告訴你
[01:37:50] 因為很便宜
[01:37:51] 你們身邊的閨蜜
[01:37:52] 都會無痛幫你發
[01:37:54] 所以A你
[01:37:55] 但是A你
[01:37:56] 你為什麼還沒有人可以幫你發
[01:37:57] 我告訴你原因好不好
[01:37:59] 因為你的官網沒做
[01:38:01] 那你官網一做
[01:38:02] 是不是人家很容易發
[01:38:04] 因為今天如果我要介紹你
[01:38:06] 我今天介紹你
[01:38:07] 我只要一個連結
[01:38:08] 就可以介紹你了
[01:38:09] 我不用大費走張
[01:38:10] 跟人家說我跟你講
[01:38:12] 我朋友A你超強的
[01:38:14] 因為啊點點點點
[01:38:16] 而且你還要這個人會講話
[01:38:18] 對不對
[01:38:19] 他如果是個
[01:38:20] 無貪會講話
[01:38:21] 我只會說
[01:38:22] 就是很棒就對了
[01:38:23] 你去找他
[01:38:24] 然後結果呢
[01:38:25] 沒有一個連結
[01:38:26] 他看不到你是誰
[01:38:28] 然後他不知道你的方案是什麼
[01:38:30] 然後他也不知道你那麼優惠
[01:38:31] 然後他也不知道你
[01:38:32] 哇你的你
[01:38:33] 你整個功力是這樣
[01:38:34] 所以是不是你
[01:38:36] 你讓想幫你推薦能
[01:38:38] 會有一個什麼
[01:38:39] 有點可惜
[01:38:40] 那但是如果今天
[01:38:42] A你我可以了解你
[01:38:43] 你有體驗方案嗎
[01:38:45] 現在
[01:38:45] 有有
[01:38:46] 有 我有體驗方案
[01:38:47] 體驗方案是體驗什麼
[01:38:49] 說一下好不好
[01:38:51] 就是原神功
[01:38:52] 清理原神功
[01:38:53] 登補財庫
[01:38:55] 新原神功補財庫
[01:38:57] 補財庫聽起來很不錯
[01:38:59] 現在聽的一年要補財庫
[01:39:01] 按多少錢
[01:39:01] 你的體驗方案多少錢
[01:39:03] 就是111元
[01:39:05] 30分
[01:39:06] 30分
[01:39:07] 111
[01:39:09] 那個同學們我問你們
[01:39:11] 那個有覺得便宜的
[01:39:13] 你想報名的按個加一好不好
[01:39:16] 如果你覺得便宜
[01:39:17] 然後想報名的按個加一
[01:39:19] 就111塊而已
[01:39:22] 111
[01:39:23] 然後你覺得這個價錢
[01:39:24] 你可以接受
[01:39:25] 你想要補一下
[01:39:26] 全家一起補
[01:39:27] 加三
[01:39:28] 可以
[01:39:29] 一人一次
[01:39:30] 可以
[01:39:30] 對
[01:39:31] 一人一次
[01:39:31] 對對對
[01:39:32] 我們就是真的是一人一次
[01:39:33] 那那個A你
[01:39:34] 你方便把你的
[01:39:36] 那什麼Line OA
[01:39:37] 還是什麼的
[01:39:38] 就是你讓你找到你嗎
[01:39:40] 可以
[01:39:41] 你把它放上來
[01:39:42] 那個就111塊好不好
[01:39:46] 然後111塊就幫你
[01:39:48] 還有或者是幫你全家一起補
[01:39:51] 如果你自己覺得不夠的
[01:39:53] 我跟你們講
[01:39:54] 我去外面補那個
[01:39:56] 我說實話
[01:39:57] 外面一般超便宜的
[01:39:59] 再怎麼樣一兩千塊
[01:40:00] 再怎麼樣真的是一兩千
[01:40:02] 這是基本的
[01:40:03] 那我們現在給到大家
[01:40:06] 真的就是我們請A你給大家
[01:40:07] 就是111
[01:40:08] 所以因為有興趣的人
[01:40:10] 直接去加A你的官方Line
[01:40:13] 然後要不要寫什麼
[01:40:14] 他就知道
[01:40:15] 你就知道這個是要體驗方案的
[01:40:17] 就打今天的日期10108就可以了
[01:40:20] 打10108
[01:40:22] 打10108
[01:40:23] OK
[01:40:24] 機人加入了
[01:40:25] 有人加
[01:40:26] 好好好
[01:40:27] 你們就加入之後打10108
[01:40:30] 他就知道你們要補財庫
[01:40:32] 你要不要寫個補財庫比較好
[01:40:35] 你覺得會不會
[01:40:36] 其實已經有人寫的
[01:40:37] 你們打上去
[01:40:38] 寫好
[01:40:39] 好都可以
[01:40:40] 就是那個加四的
[01:40:42] 好
[01:40:43] 對
[01:40:44] 就是你們去加那個A你
[01:40:47] 的Line OA好不好
[01:40:49] 去加他的官方Line
[01:40:50] 你再貼一次你的官方Line
[01:40:52] 好
[01:40:53] 對
[01:40:54] 然後謝謝A你
[01:40:55] 然後我要讓大家知道
[01:40:57] 就是真正好的老師
[01:40:59] 是真的要發光的
[01:41:01] 那A你他也是很用心
[01:41:02] 尤其我真的很佩服你
[01:41:05] 就是你竟然可以這兩年
[01:41:07] 努力的要死要活
[01:41:08] 然後沒什麼成績
[01:41:10] 你繼續耕耘
[01:41:11] 我覺得老天爺會
[01:41:13] 騰襲你們像這樣的人
[01:41:15] 因為你的內在動力是超強
[01:41:18] 我覺得你是一個超強動力
[01:41:20] 不然你不可能一直在做
[01:41:23] 好像看起來沒有收穫的事情
[01:41:25] 好
[01:41:25] 但是你一直在做一件事
[01:41:27] 就是練功練功練功
[01:41:29] 所以我最相信
[01:41:31] 今年2026年你會大放光明
[01:41:34] 你絕對打
[01:41:36] 我也相信
[01:41:37] 我也相信
[01:41:38] 而且A你有
[01:41:39] 因為我們這
[01:41:40] 我們上次有那個現場一日的
[01:41:43] 那個
[01:41:43] 就是做那個短影音課
[01:41:46] 然後他那時候也是就是
[01:41:47] 本身很好玩
[01:41:48] 我覺得大家一起也蠻不錯的
[01:41:51] 對啊很有趣
[01:41:52] 大家真的一定要來參加
[01:41:54] 我真的覺得
[01:41:55] 那時候我們
[01:41:56] 做真的是很開心
[01:41:58] 然後我要跟大家講
[01:41:59] 你們知道我自己光學短影音
[01:42:01] 這個東西
[01:42:02] 我不誇張
[01:42:03] 我跟你們講
[01:42:04] 你們猜
[01:42:04] 你們猜我去學了幾個短影音課程
[01:42:06] 你們知道嗎
[01:42:08] 你們知道
[01:42:09] 你們隨便猜
[01:42:12] 我之前是五個
[01:42:14] 我現在已經總共加一加有十
[01:42:16] 一個
[01:42:17] 你知道為什麼嗎
[01:42:18] 因為我要破解
[01:42:20] 我只
[01:42:20] 我要去
[01:42:22] 我不是為了參加
[01:42:23] 而是參加
[01:42:23] 我要破解
[01:42:24] 所有就只是給我們身心靈工作者
[01:42:28] 或者是你要把專業加身心靈的人
[01:42:30] 最適合這一類人的
[01:42:34] 那個短影音方式
[01:42:35] 你不用包山包海面
[01:42:37] 一種
[01:42:37] 你知道短影音
[01:42:38] 有很多種形式
[01:42:39] 很多人覺得難
[01:42:40] 是因為他形式太多了
[01:42:42] 但是為什麼呢
[01:42:43] 因為大家都踩在短影音的風口
[01:42:46] 他是風口沒錯
[01:42:47] 但是呢
[01:42:49] 那個這個風口讓
[01:42:51] 對阿信我很常看
[01:42:53] 但是這個風口
[01:42:54] 你會你知道會怎麼樣嗎
[01:42:56] 你在這個風口
[01:42:57] 很多人去學的問題點
[01:42:58] 就是太多種方式的
[01:43:00] 我突然之間
[01:43:01] 不知道用什麼方式
[01:43:02] 但是我要告訴身心靈工作者
[01:43:04] 或專業加身心靈的人
[01:43:06] 你不用學那麼多
[01:43:07] 你只要學像我剛剛跟你
[01:43:09] 只要你們來
[01:43:10] 我們這課你就會知道
[01:43:12] 超簡單
[01:43:13] 然後我要用最簡單的方式
[01:43:15] 然後你不要話
[01:43:16] 對就是很多人是這樣
[01:43:17] 一直到處買課
[01:43:18] 你們講到點就是
[01:43:20] 到處買課教
[01:43:21] 那個老師我也去上課
[01:43:23] 我就不多說
[01:43:26] 哦那個我不多說
[01:43:29] 你們自己才有不好說
[01:43:31] 然後但是我覺得他可以幫助
[01:43:33] 一些人就是做得挺好
[01:43:34] 那倒是還蠻不錯的
[01:43:36] 那我要跟大家講
[01:43:38] 如果你們像Amy那樣子
[01:43:40] 你一步一步的把你的機制建立好
[01:43:43] 你真的是你有策略有機制
[01:43:46] 你的根雲才會有收穫
[01:43:48] 那我也給大家看一下
[01:43:49] 就是我們其他同學
[01:43:51] 他根雲之後的收穫狀況好不好
[01:43:54] 有同學說啊
[01:43:55] 就是他報名之後呢
[01:43:57] 他一個月左右的時間
[01:43:58] 這個同學
[01:43:59] 他現在也是我們的顧問
[01:44:01] 然後他當時報名之後
[01:44:04] 差不多一個月之後
[01:44:06] 因為他他之前卡的就是一樣
[01:44:08] 我跟你講很多人都會卡在定位
[01:44:11] 然後定位就是他當時的定位是那個
[01:44:14] 呃他當時的定位叫做
[01:44:17] 那個那個什麼
[01:44:18] 呃財富教練
[01:44:20] 那外面財富
[01:44:21] 就是那個就是某一個
[01:44:23] 某一個老師在教的
[01:44:24] 然後他們都叫他們自己是財富教練
[01:44:27] 然後但是呢
[01:44:28] 當他調整了更合適
[01:44:30] 他自己的那個名稱之後
[01:44:32] 然後他的定位之後呢
[01:44:34] 對不起我臨主帝的臨我寫錯了
[01:44:36] 然後結果呢
[01:44:38] 他就說源源不絕的資源都來了
[01:44:41] 然後還有加上有一個顧問式成交
[01:44:43] 就是我們剛剛說的很像是那種
[01:44:45] 就是那種像醫生給你診斷
[01:44:48] 自然解放的這種方式
[01:44:50] 讓他很輕鬆的在線上收單
[01:44:52] 還有配合金流嘛
[01:44:53] 所以有金流其實很重要
[01:44:55] 很多人就是
[01:44:56] 你知道為什麼很多人
[01:44:58] 他們不知道
[01:44:59] 那個錢有時候進不來
[01:45:01] 你要解決你用戶的痛點
[01:45:04] 那像我就會一直去解決這個點
[01:45:06] 解決
[01:45:07] 那個點
[01:45:08] 所以才會
[01:45:09] 你才能夠支持我的學生
[01:45:10] 也才能夠支持我自己啊
[01:45:12] 對不對
[01:45:13] 那這是我們另外一個同學
[01:45:15] 他說他當時的狀況呢
[01:45:17] 暈清是那個
[01:45:19] 呃那什麼阿卡西紀錄的老師
[01:45:21] 啊不對
[01:45:22] 對不起那個希塔療癒老師
[01:45:24] 然後他當時說
[01:45:26] 他原本三個月只有兩個學生
[01:45:28] 也就是他一個月就是
[01:45:30] 一萬多一點
[01:45:31] 一萬多一點
[01:45:32] 當時他就連續三個月
[01:45:34] 希塔療癒老師
[01:45:36] 然後他就是因為這樣
[01:45:37] 他覺得不行
[01:45:38] 他一定要
[01:45:39] 突破這個事情
[01:45:40] 所以呢他來找我的之後呢
[01:45:43] 第一件事情很重要
[01:45:44] 當然就是先定位嘛
[01:45:45] 那他定位好之後呢
[01:45:47] 他的收入就從一個月
[01:45:50] 這我真的沒有誇張
[01:45:51] 就是呃
[01:45:53] 那個剛剛稍早那一個老師
[01:45:55] 對財富桌有類似那種
[01:45:58] 好然後呢
[01:45:59] 呃
[01:46:00] 那個從收入四萬
[01:46:02] 他一下子就突破
[01:46:03] 我們也很驚訝
[01:46:04] 他本來說他那一個月差不多四十
[01:46:07] 後來一個多月之後
[01:46:08] 我們請他來
[01:46:09] 我們的內部付費學員分享
[01:46:12] 然後他說他已經突破六十
[01:46:13] 那個是去年
[01:46:15] 去年他幾月報
[01:46:16] 然後九
[01:46:17] 分
[01:46:18] 九月
[01:46:19] 然後去年大概九月九月多
[01:46:21] 九月底左右
[01:46:22] 我們問他的時候
[01:46:23] 他已經說他那時候已經
[01:46:25] 預約滿到年底了
[01:46:28] 好所以大家有沒有覺得
[01:46:29] 如果如果預約滿到年底
[01:46:30] 是不是也挺好的
[01:46:32] 對不對
[01:46:33] 好所以他的預約滿到年底
[01:46:35] 那我想跟大家講的是什麼呢
[01:46:38] 其實
[01:46:39] 我真的不在意你學會多少東西
[01:46:42] 我想要問你的事
[01:46:43] 你到底想不想要六到十二個月後
[01:46:47] 你的狀態是不是真的不一樣
[01:46:50] 你想要嗎
[01:46:51] 你要你六到十二個月之後
[01:46:53] 你的收入增長嗎
[01:46:55] 你可以真的有底氣的
[01:46:57] 來讓你的家人
[01:46:59] 讓你自己有一個安心收入嗎
[01:47:02] 像我們的Ani
[01:47:03] 他就扎扎實實的
[01:47:05] 對不對
[01:47:06] Ani他很扎實的去調整他自己
[01:47:09] 那Ani那個調整他自己的
[01:47:11] 那個部分是什麼
[01:47:13] 他就是讓他原本在深心
[01:47:15] 他努力的兩年
[01:47:17] 這兩年他一定也學過一些
[01:47:19] 有的沒的課
[01:47:21] 可能不一定
[01:47:21] 有沒有
[01:47:22] Ani我問一下
[01:47:23] 你那兩年
[01:47:24] 你有沒有試著去學別人的課
[01:47:26] 然後有沒有什麼幫助
[01:47:28] 在你的收入上
[01:47:29] Ani你覺得方便講嗎
[01:47:33] 你可以再開一次買
[01:47:35] Ani在嗎
[01:47:37] 有在
[01:47:38] 有
[01:47:38] 是有有有
[01:47:39] 我就是學了
[01:47:41] 其實我都有學過
[01:47:43] 這是什麼
[01:47:43] 我所謂的一些品牌課程的課程
[01:47:45] 這品牌的課程
[01:47:47] 對
[01:47:48] 但是因為
[01:47:49] 可能
[01:47:50] 有些資訊
[01:47:52] 第一個我覺得就是
[01:47:54] 可能老師他的資歷
[01:47:56] 並沒有在深心靈上面很久
[01:47:58] 所以他所謂給我的一些方式
[01:48:01] 就是比較
[01:48:02] 還沒有跟上時代的
[01:48:04] 所以他就叫我要拍
[01:48:07] 短影片
[01:48:07] 自媒體
[01:48:08] 可是他並沒有告訴我
[01:48:10] 怎麼去引流
[01:48:12] 然後就是傻傻的拍
[01:48:14] 他就告訴我說
[01:48:15] 你就是針對你
[01:48:16] 你現在深心靈老師
[01:48:18] Ani喜歡什麼
[01:48:19] 那你就是拍
[01:48:19] Ani就怎樣
[01:48:20] 那我就
[01:48:21] 哦好
[01:48:21] 就待待的拍
[01:48:22] 可是後來拍到最後
[01:48:24] 我就突然覺得不對勁
[01:48:26] 因為
[01:48:27] 就我很想要去幫助大家
[01:48:29] 可是沒有人來找我
[01:48:31] 所以我想說
[01:48:32] 就開始思考說
[01:48:34] 那我還哪裡不對嗎
[01:48:35] 所以我也是問了滿多的老師
[01:48:38] 但是我都沒有得到我的答案
[01:48:42] 所以就有點失望這樣子
[01:48:44] 本來是真的有點想要想說
[01:48:47] 再撐一年好了
[01:48:49] 沒有沒有什麼結果就算了
[01:48:52] 對那因為其實
[01:48:53] 對其實我現在在做個轉換
[01:48:56] 那因為
[01:48:57] 當英文老師
[01:48:59] 你不能馬上就是
[01:49:01] 說斷就斷
[01:49:02] 你有之前還有夾腳
[01:49:04] 所以我是慢慢慢慢減少
[01:49:05] 很重要
[01:49:06] 我覺得我覺得Ani
[01:49:08] 你就是一個最棒的一個示範者
[01:49:11] 因為你在讓這些人知道
[01:49:12] 就是我們
[01:49:14] 我們是
[01:49:15] 因為你很落地
[01:49:17] 然後你願意落地
[01:49:18] 所以你是扎扎實實的
[01:49:20] 一步一步調整
[01:49:21] 一步一步轉換
[01:49:22] 所以你讓你的修路不會斷掉
[01:49:25] 然後再不斷掉的同時
[01:49:26] 你可以穩穩的往你要的方向調整
[01:49:30] 有沒有
[01:49:30] 所有同學這就是
[01:49:32] 我覺得最扎實的
[01:49:34] 生性老師的這個條件跟基礎
[01:49:37] 你很扎實這麼做
[01:49:38] 這樣子我可以告訴你
[01:49:40] 像Ani他就會大放光嗎
[01:49:42] 為什麼
[01:49:43] 因為他很
[01:49:45] 他的基底是夠的
[01:49:47] 他他根雲生心靈
[01:49:49] 但是他也不會放掉
[01:49:51] 他有修路那一段
[01:49:52] 那有我為什麼特別說
[01:49:54] 這個是因為有些人他可能
[01:49:55] 啊我很想做生性
[01:49:56] 然後我就
[01:49:57] 我就冒險我就全執作
[01:49:59] 那因為我全執作
[01:50:00] 我收入一萬兩萬
[01:50:01] 哇很養不起自己
[01:50:02] 但很勉強
[01:50:04] 但是還是想全執
[01:50:05] 但是老實說
[01:50:07] 我就會建議
[01:50:07] 如果你是這樣子的人
[01:50:09] 我會建議
[01:50:10] 你至少可能有一個什麼工作
[01:50:12] 再加生性靈
[01:50:13] 你喜歡的這個作為第二收入
[01:50:16] 然後讓你自己一個月至少
[01:50:18] 穩定至少也要再差不多四萬塊
[01:50:21] 這樣你的就是他能夠支撐你
[01:50:24] 然後不要讓你太少
[01:50:26] 這樣四萬五萬左右
[01:50:28] 我覺得這樣才能夠讓你有餘欲的
[01:50:31] 去做你要的學習
[01:50:33] 你們理解嗎
[01:50:34] 所以我覺得A你
[01:50:35] 你這樣是很扎實的
[01:50:37] 我非常欣賞
[01:50:39] 所以這樣才不會讓你自己
[01:50:40] 太過於緊張
[01:50:42] 怎麼辦怎麼辦
[01:50:43] 我那個
[01:50:44] 這個生性靈這個錢太累
[01:50:46] 對不對
[01:50:47] 哦不行
[01:50:48] 我們不要讓你那個內耗
[01:50:50] 所以大家不要內耗自己的方式
[01:50:52] 就是如果你再生性靈這一塊
[01:50:54] 因為我沒有收到
[01:50:56] 有一些諮詢表達
[01:50:57] 就是這樣的狀況哦
[01:50:58] 你的生性靈
[01:50:59] 他你把它做成全職
[01:51:01] 然後你的收入可能一兩萬
[01:51:03] 那你這樣就會太辛苦
[01:51:05] 因為你的收入不穩定
[01:51:07] 你可能會容易內耗
[01:51:08] 那我會建議你這時候
[01:51:10] 真的還不如再多找一個
[01:51:12] 可以支持你收入的工作
[01:51:14] 我覺得會更好
[01:51:15] 好嗎
[01:51:16] 我是比較落地的人
[01:51:18] 如果我是我
[01:51:18] 我會這麼做
[01:51:19] 然後讓我自己的條件可以了
[01:51:22] 我們再來說下一步
[01:51:23] 或者是你就像A你這樣
[01:51:25] 哎你有一點你有底氣
[01:51:26] 你的收入有底氣
[01:51:28] 你真的想學點東西
[01:51:30] 你還有餘裕的好不好
[01:51:32] 好
[01:51:32] 所以我在意的就是
[01:51:34] 老實說
[01:51:34] 你可不可以6到12個月之後
[01:51:37] 你的狀態是不是真的不一樣
[01:51:39] 來我現在問同學
[01:51:40] 你們是不是
[01:51:41] 你真的想要6到12個月之後
[01:51:44] 你的收入級級別
[01:51:47] 可以得到有不同的
[01:51:48] 你真的有這個渴望的
[01:51:51] 你幫我打兩個字渴望
[01:51:54] 你真的渴望
[01:51:55] 你6到12個月以後
[01:51:58] 你的收入級別
[01:52:00] 你要
[01:52:01] 你要你的收入級別
[01:52:03] 是有一個層次的轉變
[01:52:05] 就像A你是從0到3萬
[01:52:08] 雖然你可能覺得
[01:52:10] 3萬還好
[01:52:10] 沒有
[01:52:11] 你知道嗎
[01:52:12] 他是要慢
[01:52:13] 因為畢竟他有個正值
[01:52:15] 你們想他有個正值
[01:52:17] 然後他現在是
[01:52:18] 他除了正值
[01:52:19] 還得利用
[01:52:21] 空檔時間來做這個事情
[01:52:24] 對不對
[01:52:24] 所以如果你有個正值
[01:52:26] 你利用空檔時間
[01:52:27] 稍稍慢一點點
[01:52:29] 沒關係
[01:52:29] 但他讓他自己至少
[01:52:31] 大概可能幾個月後
[01:52:33] 開始多了一個月3萬塊
[01:52:35] 你覺得好不好
[01:52:36] 那你可不渴望
[01:52:37] 你6到12個月後有轉變
[01:52:39] 那我要告訴你們一件事情
[01:52:41] A你他現在3萬
[01:52:43] 只是剛開始
[01:52:45] 因為他才剛把我們這些東西
[01:52:48] 一步一步的生化
[01:52:50] 他官網出現了
[01:52:51] 他那些自媒體不斷暖身
[01:52:53] 他今年會有一個大爆發
[01:52:56] 我們之後等
[01:52:58] 大概可能再過三個月吧
[01:53:00] 我們到時候再來邀請A你的時候
[01:53:02] 我相信他
[01:53:03] 我跟你講他講話
[01:53:05] 那個可能都不一樣
[01:53:06] 風很大我跟你說
[01:53:09] 可能風很大
[01:53:10] 沒錯
[01:53:12] 真的
[01:53:12] 那時候我們來看看他的狀況
[01:53:14] 好不好
[01:53:14] 我們大家一起期待
[01:53:16] 好
[01:53:16] 我看到很多人渴望
[01:53:17] 那我問你
[01:53:18] 如果有一套系統
[01:53:20] 因為市面上很多課程
[01:53:23] 像剛剛我們有個U卡
[01:53:24] 他是不是說了
[01:53:25] 市面上很多系統
[01:53:26] 他教的就是你單點技能
[01:53:29] 什麼叫單點技能
[01:53:30] 比如說教你一個短影音
[01:53:32] 教你一個定位
[01:53:33] 教你一個什麼
[01:53:34] 對不對
[01:53:35] 教你一個單點的技能
[01:53:36] 可能教你寫個文章
[01:53:38] 我隨便講
[01:53:39] 那這都是這叫單點技能
[01:53:42] 但是如果我的系統是
[01:53:44] 可以幫助你把一個一整條路
[01:53:47] 就一條龍式的帶著你們
[01:53:50] 那這一條龍的目的是什麼
[01:53:53] 大家看最後一句
[01:53:54] 目的就是打造一個
[01:53:55] 可以常賣五年的安心收入系統
[01:53:58] 這個會是你要的嗎
[01:54:00] 就是你至少要有一個
[01:54:01] 五年的安心收入系統
[01:54:03] 那我要說
[01:54:04] 老實說
[01:54:05] 昨天我有說過的
[01:54:06] 如果是你要的
[01:54:07] 打個555
[01:54:09] 如果你想要至少
[01:54:10] 有五年的安心收入系統
[01:54:13] 那我說的是至少五年
[01:54:14] 因為我昨天前天都說了
[01:54:17] 你做零氣
[01:54:18] 你做風水
[01:54:20] 我問你風水幾百年了
[01:54:22] 好不好
[01:54:23] 怎麼可能只賣五年
[01:54:25] 他可以賣555年
[01:54:27] 只是我們年齡
[01:54:28] 沒有辦法那麼久
[01:54:30] 不然那個風水
[01:54:31] 都幾百年歷史了
[01:54:33] 那所以我這邊說
[01:54:35] 可以賣五年的安心收入
[01:54:37] 我是
[01:54:38] 我有沒有寫保守
[01:54:39] 我是不是真的寫得很保守
[01:54:41] 那我要跟各位說
[01:54:43] 至少你有了一個系統
[01:54:44] 我最差
[01:54:45] 我認為最差
[01:54:47] 也都可以賣五年最差
[01:54:49] 好
[01:54:50] 所以呢
[01:54:51] 我來告訴你這一條
[01:54:52] 這個系統是什麼
[01:54:53] 好不好
[01:54:53] 你們可能昨天有聽過的
[01:54:55] 你可以再聽一下
[01:54:57] 從左到右
[01:54:58] 這個系統就是幫助你從靈魂定位
[01:55:01] 然後再到打造你的質感官網
[01:55:03] 所以官網有沒有很重要
[01:55:05] 今天如果Amy他把官網弄好了
[01:55:07] 我直接官網一件丟給你們
[01:55:09] 像剛剛你們看到那個同學
[01:55:11] 他一看到就有感覺了
[01:55:13] 然後你們就報名了他的
[01:55:16] 體驗方案
[01:55:17] 如果體驗方案體驗的好了
[01:55:19] 他再給你們一個正式方案
[01:55:21] 對不對
[01:55:21] 你這時候是不是直接跳到收錢了
[01:55:24] 對不對
[01:55:25] 好
[01:55:25] 那但是他打造好
[01:55:27] 接著他是不是也要做引流
[01:55:29] 你你在官網引流
[01:55:31] 你在那個你的自媒體引流
[01:55:33] 然後你在你的社群媒體引流
[01:55:35] 引流完
[01:55:36] 然後引流完
[01:55:37] 人家如果又看到你的官網
[01:55:39] 如果這個是體驗方案
[01:55:40] 是不是信任又建立好了
[01:55:42] 又直接跑到付費了
[01:55:44] 對不對
[01:55:45] 然後呢
[01:55:45] 如果是課程
[01:55:46] 課程假設課程比較貴一點
[01:55:49] 你可能要引導對方了解
[01:55:51] 就像我們剛剛說的
[01:55:52] 我們是不是要讓
[01:55:54] 你就可以引導對方了解是什麼意思呢
[01:55:57] 你就像醫生一樣去做一個
[01:55:59] 幫助對方去診斷他怎麼回事
[01:56:02] 你可以給出解方
[01:56:03] 讓對方很有興趣了解你的正式方案
[01:56:06] 哎
[01:56:07] 這時候是不是又到付錢了
[01:56:09] 對不對
[01:56:09] 不論如何他
[01:56:10] 他都很容易跑到付錢
[01:56:12] 那即便今天他不付錢
[01:56:14] 但是你一直持續做就像A你
[01:56:17] 他一直持續的在做他的自媒體
[01:56:21] 那他一步一步升級
[01:56:23] 他現在是質感官網
[01:56:24] 還沒做出來
[01:56:25] 已經月收入三萬塊了
[01:56:27] 如果他的官網出來了
[01:56:29] 你們覺得他還只有三萬嗎
[01:56:32] 我覺得不可能
[01:56:33] 他只有三萬的原因是
[01:56:35] 因為他現在花時間在這裡
[01:56:37] 做那個引流
[01:56:38] 但是他還沒有把他的官網做起來
[01:56:41] 這個做起來了
[01:56:42] 然後他現在是付款成交分歧這個做了
[01:56:46] 然後短營這個做了
[01:56:47] 建立親人也有了
[01:56:49] 定位也有
[01:56:50] 哎
[01:56:50] 他現在差一個就是質感官網
[01:56:53] 對不對
[01:56:53] 他這個做好了
[01:56:54] 是不是這一串一條龍
[01:56:56] 是不是幾乎就都做好了
[01:56:58] 有沒有理解我了嗎
[01:57:00] 所以呢
[01:57:01] 我們的這一套系統
[01:57:02] 就是一個受落地系統
[01:57:04] 然後這套系統由S是什麼
[01:57:07] 受就是靈魂落地系統
[01:57:10] 專門給我們生心靈工作者
[01:57:12] 或者是你有專業
[01:57:14] 要把生心靈融合的人
[01:57:16] 首先我們會給你定位
[01:57:18] 來協助你寫你的故事
[01:57:19] 這兩個很重要
[01:57:21] 然後他也不是隨便用AI寫就好了
[01:57:23] 我們那個是有一個概念
[01:57:25] 我會帶著你們去寫
[01:57:27] 然後你然後著急的人
[01:57:28] 也可以看我們的錄製課程
[01:57:31] 然後再來呢
[01:57:32] 就是我們還有機器人
[01:57:33] 會幫助你把所有你的個案服務
[01:57:36] 你的引流公開課去寫好
[01:57:39] 然後有你知道以前要做好
[01:57:41] 光是我剛說的定位
[01:57:43] 靈魂故事
[01:57:43] 個案引流課
[01:57:44] 你知道以前光做好這幾個事情
[01:57:47] 寫好而已
[01:57:48] 很多人一輩子都寫不好
[01:57:50] 你相信嗎
[01:57:52] 很多人一輩子都寫不好
[01:57:54] 然後如果你找專家幫你做
[01:57:55] 以前沒有AI的時候
[01:57:57] 以前你找專家
[01:57:58] 大概也是要兩個月的時間
[01:58:00] 兩個月到三個月
[01:58:02] 那為什麼呢
[01:58:02] 因為那個專家必須懂你在說什麼
[01:58:05] 那兒子現身心靈嗎
[01:58:07] 就是你是做哪個行業的
[01:58:09] 你是做哪個行業告訴我
[01:58:11] 因為我也有
[01:58:12] 我們也有做美容行業的
[01:58:14] 做播經的老師
[01:58:16] 有暖公的
[01:58:16] 有做播經也有暖公也可以啊
[01:58:19] 然後你就可以來做你的引流
[01:58:21] 這個都是我們會教你的
[01:58:23] 我們現在已經
[01:58:24] 就是已經有更多元的
[01:58:26] 像我有做美容的
[01:58:28] 做播經的
[01:58:29] 做那個身體按摩的
[01:58:30] 然後運動教練
[01:58:32] 護理師都來我們這邊了
[01:58:34] 然後好
[01:58:36] 然後如果有想學播經
[01:58:37] 我認識我們同學裡
[01:58:39] 有厲害的播經老師
[01:58:40] 可以介紹給你們
[01:58:41] 好來
[01:58:42] 下次可以那個邀請他來
[01:58:45] 然後你們
[01:58:46] 你們的通息都做好了之後
[01:58:48] 你看大家最不會的簡報教你們
[01:58:50] 最不會的課程單元設計教你們
[01:58:53] 最不會的行動呼籲
[01:58:54] cta就是行動呼籲教你們
[01:58:56] 然後教你們路線上課程
[01:58:58] 然後你這些課程服務
[01:59:00] 你紮根底都做好
[01:59:02] 再來宇宙級的系統打造是什麼
[01:59:04] 你的自媒體美化怎麼美化
[01:59:08] 然後怎麼去建置你的官方爛
[01:59:10] 怎麼去把最重要就是成交式的官網
[01:59:13] 對不對
[01:59:13] 就是我們這幾天都有展示給大家看
[01:59:16] 我們會幫你做
[01:59:17] 我們的技術人員會幫你建置
[01:59:20] 但是你的內容是你自己寫的
[01:59:22] 對不對
[01:59:22] 我帶著你們去寫
[01:59:24] 然後你們還有很多種
[01:59:25] 剛剛看到的很多金流
[01:59:27] 也就是讓你客戶付款的各種方法
[01:59:30] 你有各種方法
[01:59:31] 你還有分歧他是不是很難抗拒
[01:59:33] 你的方案又這麼好
[01:59:35] 太難抗拒了對不對
[01:59:36] 然後最後就是信任
